Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,520,558,273285,1214196,338825,106019
United States,226,256,364722,2027266,218194,327345
France,206,235,290232,1353610,179045,125791
Russia,196,219,126450,789282,208073,72802
Italy,129,154,70099,344548,76445,26184
United Kingdom,130,144,50640,248760,85269,17696
Poland,114,134,121577,485552,93089,36811
Spain,76,85,168471,441987,47894,30343
Japan,56,72,26878,153574,34962,20966
Philippines,51,72,58073,340447,44724,11357
Austria,64,69,23205,120797,37985,6502
Sweden,41,67,27314,123657,32007,21437
Netherlands,53,65,105808,179809,34301,25868
Czech Republic,41,57,19469,91342,18954,4889
Switzerland,49,57,39349,129317,30039,8715
Canada,47,55,375054,1363132,44501,31739
Brazil,45,53,42462,162609,39706,17062
Australia,42,48,101938,189382,22213,33606
India,27,48,28248,95750,9663,2364
Belarus,36,47,8979,46056,27056,7560
Belgium,41,47,39758,89691,30928,7024
Indonesia,31,47,14735,61951,16616,5873
Ukraine,36,43,37734,121262,33318,5203
China,25,30,21762,102533,18436,16198
Portugal,21,30,17150,55484,8747,2881
Argentina,23,26,10469,42968,22291,4670
Denmark,19,25,98470,145840,41118,64596
Mexico,17,25,6707,34896,13278,3794
Finland,18,24,9007,39758,8315,1343
Romania,19,24,12802,60509,30847,3589
Slovakia,15,24,24772,78437,5114,6544
Central African Republic,6,22,12350,57016,1727,783
Hungary,18,21,13783,55578,10964,4523
Ireland,14,19,5905,31040,13255,2167
Croatia,15,18,9325,36638,8926,2160
Senegal,5,18,1815,2929,129,142
Slovenia,10,17,7915,32983,5881,3993
Taiwan,12,17,6435,23264,7053,1474
Ecuador,8,15,2981,10722,3835,1850
Greece,11,15,20160,76232,9952,6634
Norway,11,15,9145,38014,11550,4325
Turkey,10,15,10355,36154,9860,1832
Kazakhstan,12,14,10325,38067,16436,4075
South Africa,9,14,16554,49282,10867,3921
Bulgaria,10,13,11790,32873,6255,936
Chile,10,13,9460,29228,4606,2013
Colombia,8,12,5195,12441,3963,2253
Estonia,8,12,68135,207450,4285,1645
Nepal,5,12,5080,17645,8941,678
Hong Kong,4,11,1246,2895,4616,160
Latvia,7,11,6732,16539,2864,3655
South Korea,6,11,7346,31998,2254,507
Algeria,7,10,3027,13462,6532,186
Bangladesh,5,10,15520,57607,3172,7666
Israel,8,10,2079,5928,1760,781
New Zealand,7,10,1687,6824,3587,1593
Thailand,8,10,8656,35111,11970,900
Lithuania,7,9,6171,28552,4448,540
Sri Lanka,5,9,7624,15041,1614,1355
Bosnia and Herzegovina,6,8,5584,18555,3054,1755
Congo-Kinshasa,6,8,9003,43817,5233,114
Egypt,4,8,5022,8542,1525,1197
Guatemala,4,8,2210,6177,1616,589
Iran,6,8,3824,14019,2353,705
Malaysia,5,8,2170,5507,1327,710
Morocco,5,8,6821,38244,10814,1602
Venezuela,6,8,25851,63807,2493,13659
Bolivia,5,7,20224,83710,3692,4980
Chad,4,7,4867,10662,1465,407
Serbia,5,7,11052,28952,1930,312
United Arab Emirates,4,7,674,2145,1166,804
Haiti,4,6,1813,4639,1039,353
Luxembourg,3,6,1038,2171,2663,286
Macedonia,2,6,3483,5823,585,229
Nicaragua,3,6,1330,2355,679,3063
Pakistan,4,6,12472,32831,1585,1095
Peru,4,6,2970,11066,885,754
Cuba,4,5,1345,3604,963,107
Dominican Republic,2,5,3262,5512,2342,381
Georgia,3,5,8811,17034,5049,4291
Iceland,3,5,4470,9217,8010,245
Ivory Coast,3,5,1302,1871,365,51
Kenya,3,5,4212,7480,913,1612
Kyrgyzstan,3,5,4768,8430,743,256
Mali,4,5,4506,12219,431,1159
Moldova,3,5,1642,6284,829,219
Mozambique,2,5,2307,8970,3164,1163
Myanmar (Burma),3,5,8722,25420,2304,617
Nigeria,3,5,3425,9115,743,409
Uruguay,3,5,3075,8017,1060,323
Uzbekistan,3,5,10022,27628,2439,175
Albania,2,4,6111,16773,761,339
Burkina Faso,2,4,8155,14895,515,41
Cambodia,2,4,251,494,156,40
Costa Rica,3,4,1471,2503,815,104
Cyprus,2,4,643,1241,476,114
Jamaica,2,4,465,1162,551,236
Madagascar,2,4,9198,15575,360,5
Mauritania,1,4,167,247,36,29
North Korea,2,4,5199,13323,495,57
Oman,2,4,1591,3145,379,307
Saudi Arabia,2,4,361,699,237,142
Somalia,1,4,2564,3631,1415,632
Tajikistan,1,4,766,1460,681,38
Vietnam,2,4,748,1478,203,60
Angola,1,3,705,1001,122,38
Azerbaijan,2,3,2661,6322,1381,123
Belize,1,3,22,34,6,2
Cameroon,1,3,277,414,796,1518
Cape Verde,1,3,266,278,51,47
Curaçao,1,3,62,62,16,7
El Salvador,1,3,859,2132,59,80
Ethiopia,0,3,608,608,228,20
Gabon,2,3,5863,11032,1560,249
Ghana,1,3,1104,1632,215,249
Honduras,1,3,2425,2689,72,246
Libya,2,3,1385,2576,1495,162
Namibia,2,3,1200,4443,528,133
New Caledonia,1,3,443,903,427,15
Niger,2,3,3380,5465,582,264
Panama,1,3,2046,3597,182,4
Republic of Kosovo,1,3,165,358,285,25
Singapore,2,3,385,849,449,22
Sudan,1,3,14269,17609,755,207
The Gambia,1,3,4672,8913,928,289
Togo,1,3,2151,3687,78,85
Trinidad and Tobago,1,3,77,78,127,47
West Bank,1,3,69,81,178,23
Yemen,1,3,1969,3979,529,11
Zambia,2,3,2529,11978,3186,178
Zimbabwe,2,3,1991,5635,435,120
Andorra,0,2,629,629,38,10
Armenia,1,2,56,82,163,8
Aruba,1,2,1050,1338,4502,372
Benin,1,2,1292,2407,75,4
Botswana,1,2,1629,2743,253,117
Burundi,1,2,81,126,26,0
Cayman Islands,1,2,582,911,551,802
Gaza Strip,0,2,1,1,9,0
Gibraltar,0,2,245,248,108,5
Iraq,1,2,387,422,130,96
Jordan,1,2,982,1087,55,33
Kuwait,1,2,98,99,9,1
Laos,1,2,773,902,305,46
Macau,1,2,18,20,171,21
Malta,1,2,56,88,58,14
Mayotte,1,2,578,1332,281,83
Mongolia,1,2,989,1277,296,142
Pacific Islands (Palau),1,2,73,145,56,2
Papua New Guinea,1,2,38,59,216,7
Paraguay,0,2,119,142,96,15
Puerto Rico,1,2,2,3,9,11
Qatar,1,2,1321,2905,1611,34
Reunion,0,2,104,105,248,77
Rwanda,0,2,96,96,6,0
South Sudan,1,2,3928,4906,467,452
Syria,0,2,352,352,8,0
Tunisia,1,2,1635,2272,693,529
Uganda,1,2,2378,5294,587,40
United Republic of Tanzania,1,2,4301,7760,225,2
Western Sahara,1,2,543,1031,274,39
Afghanistan,0,1,255,265,5,3
American Samoa,0,1,0,0,1,0
Anguilla,0,1,0,0,1,0
Antarctica,0,1,0,0,1,0
Bahrain,0,1,52,52,15,0
Barbados,0,1,11,11,5,0
Bermuda,0,1,0,0,1,0
Collectivity of Saint Martin,0,1,0,0,1,1
Cook Islands,0,1,603,1269,9,5
Djibouti,0,1,1086,1381,76,4
East Timor,0,1,243,243,11,0
Eritrea,0,1,258,258,40,0
Faroe Islands,0,1,8,8,2,1
French Guiana,0,1,62,64,164,16
French Polynesia,0,1,19,25,13,644
French Southern & Antarctic Lands,0,1,1,1,0,0
Greenland,0,1,3,3,7,0
Grenada,0,1,0,0,2,1
Guadeloupe,0,1,0,0,7,5
Guinea,0,1,57,57,3,0
Guinea-Bissau,0,1,43,43,15,3
Isle of Man,0,1,2,2,5,3
Jersey,0,1,146,146,121,0
Liberia,0,1,91,91,40,4
Liechtenstein,0,1,455,467,14,8
Malawi,1,1,3182,3214,343,6
Maldives,0,1,741,1311,275,21
Martinique,0,1,1,1,0,0
Mauritius,0,1,96,96,10,2
Monaco,0,1,1,1,8,1
Montenegro,0,1,436,436,29,3
Republic of the Congo,0,1,17,17,139,355
Sao Tome and Principe,0,1,42,42,13,14
Sierra Leone,0,1,91,91,7,0
St. Helena,0,1,74,100,38,15
St. Kitts and Nevis,0,1,5,5,0,1
Suriname,0,1,410,419,70,0
Svalbard,1,1,2859,3823,214,272
Swaziland,1,1,1098,1785,125,2
The Bahamas,0,1,5872,9937,357,37
Turkmenistan,1,1,332,1262,169,25
Vanuatu,0,1,23,23,27,0
