Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,612,685,136730,741380,375381,69565
France,203,222,187609,935945,124967,61208
United States,198,215,97901,588613,168546,166838
Russia,180,205,94349,534674,144030,23124
Italy,133,156,203630,446081,87791,229972
United Kingdom,138,148,60447,316024,73335,21328
Poland,108,120,126396,338970,67184,47506
Austria,82,93,35645,159364,49444,10445
Spain,75,88,52824,232309,48548,17859
Switzerland,60,74,26993,126905,32680,7807
Netherlands,55,66,6551,24973,32374,10157
Czech Republic,50,58,68700,161513,94210,55338
Sweden,51,57,26936,119424,23936,5206
Australia,46,55,45771,188453,19229,4769
Ukraine,46,52,28925,122618,28300,3659
Canada,41,51,157145,287541,18662,9353
Brazil,39,46,26006,110457,28054,6474
Belgium,40,44,14459,80217,28606,4456
Japan,36,39,20927,84744,29352,19596
Norway,31,36,15164,67984,16723,2256
India,24,33,19812,122031,21818,5292
Finland,26,31,12266,51143,13210,1863
Denmark,24,30,8075,30411,25516,9031
Belarus,19,26,6855,32477,20960,7371
China,22,26,29655,122470,16549,5182
Sri Lanka,11,25,5663,18344,7903,2222
Portugal,20,24,33175,57023,7629,1296
Estonia,17,23,20268,77823,5681,3984
Argentina,19,22,8417,42105,17596,1771
Hungary,20,22,7087,32612,8331,3067
Romania,17,21,8023,29860,8231,2175
Croatia,16,20,2156,10651,4708,2053
Ireland,13,20,9650,47515,14168,1574
Greece,15,18,12190,58678,9928,2520
Bulgaria,12,17,6930,28283,9470,1228
Colombia,13,17,22107,74415,15187,13672
Slovakia,13,17,8276,27562,11263,1994
Turkey,12,17,20698,89949,19981,22276
Mexico,11,16,4918,14291,4564,1233
Indonesia,10,15,8371,27221,4575,2428
Philippines,13,15,11241,33478,4712,4206
Sudan,4,14,19228,30530,1337,217
Latvia,9,13,8354,20735,15256,903
Burkina Faso,3,11,8148,11471,1056,1150
Cameroon,4,11,744,1935,414,909
Chile,7,11,12499,40507,7790,7270
Kazakhstan,9,11,19877,46722,5010,5976
Lithuania,9,11,7201,33905,6925,633
Taiwan,9,11,4928,23607,5800,4926
Thailand,8,11,6869,17142,4549,1245
Hong Kong,4,10,2724,10058,1597,64
Bosnia and Herzegovina,5,9,5132,10729,1210,2535
Israel,6,9,1595,4209,1859,836
New Zealand,6,9,4738,9778,1384,9073
Slovenia,5,9,3151,10168,3290,409
Bolivia,5,8,4082,18476,1395,1631
Ecuador,4,8,7292,13555,844,743
Iceland,6,8,2032,7604,7010,1678
Luxembourg,5,8,479,2161,2649,313
South Africa,5,8,3416,6237,1867,762
Morocco,3,7,13111,32799,3022,525
Nepal,6,7,9233,21633,4280,385
Serbia,3,7,785,1458,1029,29
Haiti,4,6,5730,22021,7536,519
Iran,3,6,60441,64745,575,59842
Kyrgyzstan,2,6,5034,11277,1016,12
Togo,3,6,6507,13888,421,34
Costa Rica,3,5,473,1676,1135,127
Georgia,3,5,1151,4039,1896,165
Malaysia,4,5,6246,18174,3493,1222
Pakistan,3,5,4054,12861,1810,179
Peru,3,5,3072,7740,875,388
South Korea,3,5,864,3007,1440,311
Uruguay,3,5,3246,13073,5073,762
