Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,633,733,132263,857443,418416,75422
United States,193,264,157528,659628,1381737,142172
France,213,234,672758,1395002,179768,143259
Russia,179,195,194715,1003765,186507,70586
United Kingdom,151,163,43977,236589,75782,18749
Italy,122,138,70192,355281,106330,60600
Poland,86,96,96484,379500,44755,42723
Switzerland,62,87,18156,114650,45669,75343
Spain,76,83,44757,230541,42239,18951
Austria,64,69,25514,107722,32230,8291
Japan,46,58,40821,143314,37987,11128
Czech Republic,51,56,39987,146557,42109,21591
Canada,45,55,72439,270473,21149,9954
Netherlands,47,52,6555,29237,20904,6849
Belgium,41,51,19581,96056,22397,5269
Sweden,42,51,25700,120769,82486,11165
Indonesia,32,48,22997,120491,93982,340569
Australia,39,45,40418,180955,28010,12268
Brazil,35,45,21917,75018,17930,4681
Ukraine,34,38,24181,112685,26481,7025
Portugal,21,37,9695,53693,12385,8368
Belarus,22,32,7778,42311,50146,4832
Haiti,20,30,16788,37985,10685,3148
Turkey,23,30,31417,156575,47560,247233
Finland,24,28,13400,62794,16222,3536
Denmark,21,27,6671,32466,14766,4261
Mexico,17,24,17516,80469,4350,8842
India,17,23,31022,136937,30520,8338
Romania,20,23,20952,94478,39943,7673
Argentina,18,22,6825,31340,8713,1479
Norway,17,22,9132,43117,15818,5163
China,18,20,22973,100469,18634,30193
Hungary,17,20,10025,35269,7566,2000
Slovakia,14,20,6976,16274,3479,2221
Philippines,13,19,8636,37080,8086,10065
Croatia,14,16,10299,33321,7943,764
Greece,12,16,15120,57449,8082,1247
Iran,7,15,7876,27426,5120,1714
Ireland,13,15,17845,75957,8920,2463
Bulgaria,9,14,3421,15639,7696,530
Colombia,8,14,9434,17800,3926,4239
Lithuania,9,13,9316,49276,6315,709
Central African Republic,6,12,7349,33785,1251,206
Chile,8,12,1402,5942,24404,499
Nepal,8,12,6484,25320,2954,846
New Zealand,9,12,48415,193587,3493,10086
South Africa,9,12,6962,29985,10102,19744
Bosnia and Herzegovina,9,11,7366,18663,2701,4115
Kazakhstan,6,10,5275,12570,7201,1847
Latvia,8,10,6113,24575,4836,2697
Taiwan,8,10,6798,19870,4512,1588
Algeria,7,9,4496,17886,3442,1159
Congo-Kinshasa,3,9,2142,6719,3039,556
Costa Rica,6,9,496,1665,342,120
Estonia,7,9,1924,7951,3115,2580
Israel,6,9,2568,7238,1247,1938
Ecuador,6,8,2007,2849,973,19707
South Korea,5,8,3889,14242,2776,1713
Ghana,2,7,3236,8854,568,1815
Luxembourg,6,7,967,3170,1968,831
Nicaragua,2,7,243,442,158,12
Slovenia,4,7,2407,5957,2881,511
Thailand,5,7,3729,17195,2912,563
Venezuela,5,7,2855,3865,1851,513
Iceland,2,6,3128,5464,841,52
Serbia,4,6,1683,3763,1640,1505
Vietnam,4,6,1121,3758,1411,161
Afghanistan,4,5,4757,21132,1327,413
Cyprus,3,5,2992,8672,1730,305
Egypt,3,5,2696,4759,587,504
Hong Kong,4,5,2852,6511,410,76
Morocco,4,5,8751,43995,3833,1434
Myanmar (Burma),2,5,10844,24695,770,52
Peru,2,5,3915,6596,154,64
Puerto Rico,2,5,194,226,204,118
Senegal,4,5,3079,4269,948,1272
United Arab Emirates,3,5,2791,14308,2831,2704
Armenia,3,4,4183,13223,9526,874
Bolivia,2,4,5344,10600,456,72
Cameroon,3,4,15786,50614,4299,25252
Chad,2,4,1377,3849,371,469
Cuba,2,4,516,983,793,58
Georgia,2,4,801,2468,643,129
Guatemala,2,4,984,2537,600,558
Kenya,2,4,934,1901,419,662
Macedonia,2,4,4886,8691,433,5199
Malaysia,3,4,3242,11297,2046,751
Mozambique,1,4,3671,9519,406,596
North Korea,2,4,4159,9365,464,59
Pakistan,2,4,431,1127,559,63
Panama,1,4,481,1412,316,51
Republic of Kosovo,2,4,2354,4942,4494,6964
Reunion,2,4,1144,1678,4850,4353
Saudi Arabia,2,4,706,1458,442,53
Singapore,1,4,9952,10165,887,120
Sudan,2,4,8776,29755,2023,1120
Tunisia,3,4,1341,4599,1925,137
Uganda,2,4,9666,17890,1318,1037
Uzbekistan,2,4,1607,3062,605,245
Azerbaijan,1,3,656,757,170,2
Botswana,1,3,896,4226,2262,559
Burundi,2,3,647,1337,678,443
Dominican Republic,1,3,252,304,122,33
French Guiana,1,3,3654,5195,868,172
Honduras,1,3,1198,1477,346,167
Isle of Man,1,3,704,1233,303,35
Kyrgyzstan,2,3,11542,23981,1237,646
Madagascar,2,3,896,1506,132,22
Mali,2,3,1746,4883,1313,4896
Moldova,2,3,916,1524,366,109
Montenegro,2,3,2180,3490,375,79
Namibia,1,3,458,567,124,1
New Caledonia,1,3,1539,4310,1025,9
Nigeria,1,3,1080,2719,826,810
Paraguay,1,3,145,250,113,2
Sri Lanka,1,3,1093,1775,189,25
Syria,2,3,855,3035,1369,109
Trinidad and Tobago,2,3,53,99,87,34
United Republic of Tanzania,1,3,13149,14335,1902,484
Uruguay,1,3,326,710,1524,700
West Bank,2,3,2932,5036,821,537
Albania,0,2,95,95,122,39
Angola,1,2,2158,5616,74,153
Bangladesh,1,2,384,540,214,20
Belize,0,2,1160,1181,78,44
Benin,0,2,514,565,14,11
Burkina Faso,1,2,829,1492,294,4
Cambodia,0,2,203,405,134,50
Ethiopia,1,2,1433,3039,76,508
French Polynesia,1,2,72,105,65,32
Gaza Strip,1,2,22,47,119,37
Guinea,1,2,5766,9260,626,66
Iraq,0,2,1620,2026,235,21
Jordan,0,2,3,3,578,1
Laos,1,2,153,336,122,16
Lebanon,1,2,150,177,46,206
Libya,1,2,1747,8663,3855,475
Liechtenstein,1,2,8,11,10,21
Mongolia,1,2,745,1055,414,61
South Sudan,1,2,2370,4300,325,15
Suriname,1,2,276,492,92,17
Swaziland,1,2,486,1161,114,27
The Bahamas,0,2,0,0,3,0
The Gambia,0,2,157,185,296,104
Vatican City,1,2,15,16,70,10
Zambia,0,2,1274,1433,303,144
Zimbabwe,2,2,2223,7321,4892,3740
Andorra,0,1,109,109,3,0
Antarctica,0,1,1,1,1,0
Antigua and Barbuda,0,1,262,262,2,0
Bermuda,0,1,23,23,170,0
Bhutan,0,1,160,260,3,2
British Virgin Islands,0,1,16,24,33,0
Cayman Islands,0,1,102,102,13,35
Djibouti,0,1,126,134,193,4
El Salvador,1,1,50,86,92,2
Falkland Islands (Islas Malvinas),0,1,163,163,79,17
Faroe Islands,0,1,36,36,10,0
Fiji,0,1,0,0,1,1
Gabon,0,1,178,178,172,0
Gibraltar,0,1,31,31,1,0
Greenland,0,1,6947,9339,0,0
Guadeloupe,1,1,3,3,8,177
Guinea-Bissau,0,1,0,0,0,1152
Guyana,0,1,150,150,86,1
Jamaica,0,1,0,0,1,0
Jersey,1,1,1121,1288,281,13
Lesotho,0,1,25,25,4,2
Macau,0,1,120,120,2,0
Malawi,0,1,717,717,17,0
Maldives,0,1,31,31,18,0
Malta,0,1,56,64,18,6
Martinique,0,1,303,303,115,89
Mauritania,0,1,1013,1247,534,34
Mauritius,0,1,115,116,96,3
Monaco,0,1,14,30,256,51
Niger,0,1,13,13,7,0
Oman,0,1,13203,13208,894,132
Papua New Guinea,0,1,562,780,346,61
Qatar,0,1,514,514,261,3
Rwanda,0,1,345,345,175,0
San Marino,0,1,68,68,51,36
Seychelles,0,1,97,146,26,11
Sierra Leone,1,1,2807,3963,138,88
Solomon Islands,0,1,1619,2095,171,7
Somalia,0,1,77,143,97,86
South Georgia and the South Sandwich Islands,0,1,0,0,2,0
St. Helena,0,1,0,0,0,61
Tajikistan,0,1,2270,2400,757,89
Togo,1,1,919,2567,34,1
Turkmenistan,0,1,791,1333,221,4
Western Sahara,0,1,175,175,112,2
Yemen,0,1,320,415,14,0
