Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,614,659,123490,806900,399562,65633
France,251,324,174745,958487,157271,116200
Russia,204,249,125595,774913,263411,52685
United States,205,242,154512,774623,194563,225197
United Kingdom,161,170,59394,292946,79925,27711
Italy,140,158,104523,396725,112150,30632
Poland,101,125,287056,1181266,139721,226972
Spain,85,94,71678,296868,44243,9333
Austria,74,90,27324,140364,37013,8171
Czech Republic,63,84,26690,126089,46848,10264
Netherlands,62,82,6957,33957,32651,12900
Switzerland,57,63,24263,128844,48083,12022
Canada,44,59,174644,463971,20356,36049
Brazil,46,56,33545,145763,211919,19814
Sweden,49,56,30606,160065,28190,6689
Haiti,28,55,11655,39361,44221,1291
Australia,43,49,18896,107552,30321,4068
Belgium,45,49,17299,81831,23054,4593
Ukraine,37,48,26848,128234,31488,6108
Japan,40,47,29461,164450,53506,10225
Indonesia,28,44,23933,125534,22383,18259
Portugal,27,37,23324,58451,10546,3113
Finland,30,34,8278,46325,16828,3146
Norway,19,33,5787,33997,5837,902
Denmark,25,31,217672,394091,16617,13452
Mexico,16,30,14938,52366,8943,4595
Romania,22,30,16817,84211,31063,9238
China,21,26,17479,79931,16349,6414
Hungary,20,26,13191,52886,6103,1741
India,22,26,18510,93867,16096,66821
Argentina,20,24,9527,25471,17060,6671
Belarus,17,24,7154,31087,19096,2458
Croatia,16,22,8408,28081,10109,1528
Slovakia,17,22,6010,23761,6783,2618
Ireland,17,21,30659,93780,7945,6965
Greece,14,20,14531,57238,15715,3702
Philippines,13,20,4105,17243,6121,239
Turkey,13,18,22332,110146,15051,7918
Estonia,11,17,3962,15050,36357,5690
New Zealand,11,17,17484,53351,6572,7624
Colombia,8,14,2209,7063,2509,4097
South Africa,10,14,7380,16840,4992,676
Nepal,10,13,6649,22104,4157,1793
Taiwan,11,13,5793,19662,2184,3858
Chile,9,11,5214,21219,12327,2814
Dominican Republic,6,11,8887,23333,2877,286
Israel,9,11,4358,14587,5360,1843
Latvia,8,11,23355,34041,4983,1155
Lithuania,9,11,13283,57697,11546,517
Thailand,7,11,10201,37973,4496,481
Sri Lanka,5,10,13559,31914,1618,3696
Algeria,6,9,3683,12787,2760,388
Kazakhstan,7,9,5767,15750,8667,4054
Kenya,5,9,3763,4693,774,140
Luxembourg,6,9,815,2285,959,897
Malaysia,4,9,2937,11156,2339,546
Nicaragua,2,9,205,308,569,33
Slovenia,5,9,8468,22482,3722,943
Bosnia and Herzegovina,7,8,1130,3579,1564,329
