Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,633,707,148981,893521,417550,71027
France,212,243,191977,659550,150209,183414
Russia,180,204,161504,980548,246583,44069
United States,177,194,1272782,2747379,185090,202085
United Kingdom,151,160,54036,276020,78258,13966
Italy,131,157,61457,326745,72596,84623
Spain,86,97,38874,232300,44674,19029
Poland,88,94,94816,385093,96209,20021
Austria,70,81,36322,179996,40830,7519
Switzerland,55,69,449219,702124,46118,495052
Czech Republic,54,66,35280,197355,37614,27620
Canada,43,60,100010,324308,34978,46611
Netherlands,51,59,8891,32786,22825,9320
Japan,44,55,52066,182976,57168,19779
Belgium,42,49,23450,99140,27110,9251
Australia,35,46,25212,108888,14430,8466
Sweden,41,46,27445,132590,26085,5264
Ukraine,38,45,29632,141853,27618,6660
Brazil,33,42,19530,80109,16340,5068
Indonesia,24,37,20150,99507,18218,12387
Mexico,17,35,9996,41114,6971,5637
Turkey,23,32,163434,455109,44406,110553
Argentina,19,31,19743,56435,13726,2442
Finland,25,31,15538,61272,18964,7580
Haiti,20,31,5104,15958,6176,875
Belarus,23,30,20101,86149,57019,6816
Denmark,24,30,7290,37839,17789,5089
China,19,23,18399,91527,16521,8865
India,15,21,29180,95804,41457,7731
Portugal,16,21,6563,25491,7751,2507
Romania,16,20,26210,106500,35589,4933
Slovakia,12,19,4139,14189,6664,1191
Hungary,16,18,5495,25840,5702,2001
Croatia,13,17,10524,34087,6044,1568
Greece,10,17,8932,36610,10068,1868
New Zealand,13,17,264390,811109,8774,10774
Norway,13,16,9545,36181,13715,1199
Philippines,11,16,4414,20686,4615,1120
Taiwan,10,16,4732,19240,5097,632
Nepal,8,15,7637,31718,2281,566
Bosnia and Herzegovina,9,14,5982,22441,3212,5050
Ireland,12,14,10133,59705,6558,2875
Lithuania,10,13,10448,59613,8918,1047
Chile,9,12,1370,5591,2431,603
Latvia,9,12,4659,11736,3896,903
South Africa,8,12,6422,27643,9840,5773
Bulgaria,7,11,12948,19448,5844,696
Puerto Rico,3,11,107,172,431,411
Thailand,8,11,7042,20307,2131,157
Colombia,7,10,17468,46161,3613,1438
Costa Rica,5,10,205,581,468,92
Senegal,6,10,2219,11135,1100,176
Central African Republic,3,9,13033,25538,2812,17623
Ecuador,5,9,3486,5063,608,271
Israel,6,9,1803,4859,3399,555
Kazakhstan,8,9,3910,13646,15240,2705
Luxembourg,5,9,3899,7718,1911,1505
Slovenia,5,9,38220,46022,4080,753
Estonia,6,8,3013,10758,2542,4592
Iran,4,8,4408,10530,2026,598
South Korea,5,8,2400,10202,2208,1657
