Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,614,678,171909,1078584,501276,81108
Russia,205,237,189832,1051902,275250,45515
France,198,216,142498,727242,143802,90583
United States,174,198,113889,614369,253996,382232
United Kingdom,145,154,73742,318789,86140,31665
Italy,123,132,186361,831542,67023,47376
Spain,82,96,58723,263489,44060,9582
Poland,73,88,254439,658605,50080,64893
Austria,75,82,32901,178234,55727,7928
Czech Republic,47,60,30292,152718,18670,10629
Netherlands,48,57,12470,49870,80956,10627
Japan,45,54,462852,653440,64490,31547
Nepal,26,54,61300,139321,8194,2475
Ukraine,43,53,30242,165699,23930,3914
Canada,45,52,282136,1623013,35571,124219
Belgium,40,51,21299,106207,24110,7711
Sweden,36,50,94296,193377,30183,8543
Switzerland,40,49,25017,102817,33532,6208
Australia,36,41,11706,61925,15872,3128
Finland,31,40,11752,56240,19909,6599
Belarus,27,35,39629,121566,41778,6782
India,29,34,36319,192931,22808,10017
Brazil,31,33,19831,102066,23074,5207
Portugal,21,30,4133,18892,5307,1520
Argentina,22,26,18681,58476,19311,17273
Denmark,20,24,3408,11406,3043,467
China,20,23,29811,132593,11061,6742
Indonesia,16,23,28774,86397,14836,34456
New Zealand,14,23,210271,787062,9018,21656
Dominican Republic,7,22,234,519,685,152
Norway,18,22,6621,32360,9516,5975
Romania,13,22,10974,45251,14559,2665
Senegal,8,20,2857,10440,2093,1954
Taiwan,12,20,25872,48707,4356,863
Mexico,12,19,3707,14093,9912,932
Slovakia,11,19,8921,23118,4757,4712
Hungary,15,18,16322,57106,10141,3894
Philippines,13,17,6009,29528,4104,1138
Greece,13,16,11848,45969,5171,754
Haiti,9,16,4274,7727,2715,3356
Mali,11,16,30137,132230,3037,1073
Chile,9,15,4995,20223,12822,1996
Colombia,11,15,12827,40311,20942,13458
Croatia,11,14,7981,35978,6110,1814
Ireland,11,14,8044,36505,10017,2641
South Africa,11,14,11008,43797,12726,18643
Trinidad and Tobago,3,14,229,411,226,20
Bosnia and Herzegovina,8,13,2828,4453,441,3644
Kenya,7,13,21020,32761,4746,1052
Rwanda,3,13,912,988,99,133
Thailand,9,13,6693,27328,3872,960
Turkey,9,13,7241,29013,3622,1490
Bulgaria,8,11,3712,17636,5582,1115
Kazakhstan,8,11,8662,23249,8238,9407
Venezuela,8,11,941,3257,1847,687
Tunisia,5,10,10462,40445,2868,1134
Congo-Kinshasa,4,9,6793,19570,3931,994
Iran,6,9,7038,19099,5055,1857
Israel,6,9,2789,6953,2592,2657
Latvia,6,9,3626,9941,2918,632
Libya,2,9,2388,4594,471,101
Republic of Kosovo,3,9,1359,2775,435,1644
Slovenia,4,9,2026,7009,2559,735
Syria,4,9,14329,32083,3734,404
Algeria,6,8,12440,39758,8387,1378
Ecuador,6,8,2161,7410,2801,606
Guatemala,5,8,635,1489,619,192
Lithuania,6,8,5514,18543,3004,1121
Cuba,5,7,3187,9199,1538,193
Estonia,6,7,7537,16310,8423,5402
Hong Kong,4,7,9361,17242,3528,187
Luxembourg,5,7,422,2001,2007,692
Uzbekistan,4,7,4402,15811,3042,729
Ethiopia,3,6,5261,16096,1743,1125
Malaysia,5,6,7826,27327,4072,2872
Serbia,4,6,6027,12310,2808,907
United Arab Emirates,5,6,3330,12646,21883,2181
Vietnam,4,6,3054,8947,2298,525
West Bank,3,6,862,1019,285,35
Burundi,2,5,3496,9636,1823,251
Chad,3,5,3028,7705,834,335
Costa Rica,3,5,458,982,392,143
Cyprus,3,5,4358,7130,2192,432
Egypt,2,5,1682,3060,639,103
Georgia,3,5,2291,7309,996,756
Honduras,3,5,578,1153,323,60
Morocco,4,5,16039,30616,3558,744
Myanmar (Burma),3,5,6851,25964,1499,116
Nigeria,3,5,9739,41260,2572,2167
Pakistan,2,5,1722,4882,249,8
Peru,3,5,3657,15148,959,352
Afghanistan,1,4,263,460,526,329
American Samoa,1,4,0,0,29,0
Belize,2,4,4969,6994,594,364
Bolivia,2,4,2087,6139,1022,77
Cameroon,3,4,7679,11076,1592,391
French Guiana,2,4,452,1386,1268,224
Ghana,2,4,5029,20901,712,245
Kyrgyzstan,3,4,14058,55420,805,202
New Caledonia,2,4,513,1409,769,41
North Korea,2,4,5787,14880,654,56
South Korea,3,4,1486,3538,3107,361
Sri Lanka,2,4,1167,2735,915,193
United Republic of Tanzania,2,4,868,3002,242,75
Antarctica,1,3,0,0,5,262
