Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,654,818,208553,1006380,465309,256214
France,207,237,109347,531515,148998,110025
United States,179,204,1721624,5553524,151183,93805
Russia,176,199,264089,1144686,382612,36975
United Kingdom,150,178,53403,293662,71281,16934
Italy,138,168,71161,334305,96214,30403
Poland,82,103,134852,476973,72883,41333
Spain,80,93,53865,295978,56267,63794
Netherlands,52,71,10598,37419,43458,12138
Austria,60,70,33908,148555,32960,5950
Switzerland,57,69,41647,196133,68534,19574
Czech Republic,48,63,33187,154042,34995,22121
Japan,46,53,32580,157002,58576,26300
Belgium,39,48,18190,98454,28883,7916
India,35,48,137352,651748,29873,26599
Sweden,37,46,14800,80283,31658,15677
Canada,37,45,47144,201844,79144,59309
Ukraine,37,45,38840,147847,20273,6660
Australia,36,42,20587,89383,23495,6423
Brazil,36,41,12996,57410,20027,4007
Colombia,16,40,43968,100593,10583,4744
Indonesia,23,40,73484,172223,13974,12677
Turkey,28,39,381836,894622,73221,236815
Finland,28,38,13460,62229,21424,5006
Denmark,32,37,13818,56361,23550,5406
Belarus,23,32,15950,65642,21250,4706
Argentina,20,25,13662,49908,20798,4691
Norway,18,25,10772,43107,19864,2153
Portugal,20,24,9562,49246,7825,3444
Hungary,17,23,7542,27026,5857,2810
China,16,22,21142,99202,13001,7910
Ireland,14,20,9659,49845,11960,3132
Romania,16,20,16528,91786,20472,3715
Greece,13,18,7667,38300,10624,1486
Mexico,11,18,8040,20434,15950,1452
New Zealand,13,18,203469,917687,13866,11679
Senegal,8,18,8973,24839,3171,1141
Slovakia,13,18,4971,18322,7931,1863
Estonia,9,16,54113,163703,9876,7278
Philippines,12,16,6096,20065,6232,1276
Croatia,10,14,5474,25516,7049,1187
Latvia,11,14,5352,16624,6758,837
Israel,8,12,4458,10832,2637,4852
Kazakhstan,6,12,9396,29508,12607,3668
Lithuania,10,12,12959,79313,13600,679
Thailand,6,12,2599,10718,1966,167
Bosnia and Herzegovina,6,11,3045,8554,819,3369
South Africa,7,11,5234,20498,9495,21450
Bulgaria,7,10,22565,53642,4045,2971
Chile,7,10,1752,7950,2497,676
Ecuador,6,10,2960,7122,993,3175
Nepal,8,10,15027,27350,1699,725
South Korea,7,10,5902,12101,3460,1358
Taiwan,8,10,3696,13124,5101,1550
Central African Republic,4,9,8214,20578,855,74
Haiti,5,9,953,1656,1123,62
North Korea,5,9,6878,28229,1571,207
Egypt,3,8,1779,4444,936,223
Luxembourg,5,8,818,2869,2883,1121
Slovenia,4,8,7973,11873,3815,1087
Afghanistan,4,7,5164,21333,960,267
Algeria,5,7,4036,7810,2050,394
Morocco,5,7,11605,47223,4070,544
Cuba,3,6,3239,8609,784,402
Mali,3,6,11717,20590,1576,1174
United Arab Emirates,3,6,3600,8146,1140,558
Cambodia,2,5,1597,2024,1135,770
Congo-Kinshasa,2,5,13402,27493,3829,336
Cyprus,3,5,1511,2973,691,654
Ethiopia,2,5,1296,3470,1242,63
Iceland,2,5,2103,2687,6488,188
Iran,4,5,11341,18183,3313,373
Kenya,2,5,1310,3356,462,67
Macedonia,3,5,5656,19248,1149,3307
Madagascar,2,5,658,1700,624,56
Myanmar (Burma),2,5,3221,9824,310,334
Serbia,3,5,2462,5499,2169,122
Sri Lanka,2,5,826,1814,462,41
Tunisia,3,5,3852,11466,1584,222
Uzbekistan,3,5,6993,22005,2234,4725
Venezuela,3,5,3318,10490,1309,615
Vietnam,3,5,652,2173,4266,697
Cameroon,2,4,6228,17562,1060,1775
Costa Rica,2,4,687,1874,309,141
Dominican Republic,3,4,1083,4062,878,57
Hong Kong,3,4,1118,3443,1193,145
Laos,1,4,4098,8268,1808,193
Lebanon,2,4,1108,1349,511,42
Montenegro,1,4,8864,14229,5020,904
Nigeria,2,4,2598,8087,2035,750
Syria,3,4,3071,12277,3819,284
Angola,1,3,1222,2848,1348,157
Armenia,2,3,4148,15827,4210,232
Georgia,2,3,2373,4628,880,204
Iraq,1,3,504,550,95,8
Kyrgyzstan,2,3,557,1105,202,520
Malaysia,1,3,6356,10516,558,392
Namibia,1,3,1868,3326,893,268
New Caledonia,2,3,1156,3143,394,5
Nicaragua,1,3,96,126,21,2
Pakistan,2,3,1828,4199,1044,228
Paraguay,1,3,675,695,100,7
Peru,1,3,497,648,95,28
Reunion,2,3,677,1843,6675,16262
Saudi Arabia,1,3,746,1368,1242,60
Singapore,1,3,5,9,7,0
Uganda,2,3,4202,5871,221,49
United Republic of Tanzania,1,3,451,927,1132,16
West Bank,1,3,3,4,1105,426
Zimbabwe,2,3,6231,19369,1888,286
Albania,1,2,90,113,177,57
Andorra,1,2,512,512,59,12
Antarctica,0,2,16,30,9,0
Azerbaijan,1,2,77,228,71,5
Bangladesh,1,2,107,109,434,186
Bolivia,1,2,3719,10925,458,147
Botswana,1,2,962,2511,197,67
Chad,1,2,1167,1346,578,72
Falkland Islands (Islas Malvinas),0,2,2,2,8,0
French Guiana,1,2,690,1138,244,17
French Polynesia,1,2,428,727,272,21
Ghana,1,2,4314,10696,733,240
Guatemala,1,2,243,832,726,558
Guinea,1,2,1826,3856,173,26
Honduras,1,2,1037,3740,264,6
Jersey,1,2,1933,4051,1007,98
Libya,1,2,1247,1290,18,0
Malta,1,2,4,4,14,10
Mauritius,1,2,11,13,40,1
Moldova,1,2,305,652,101,12
Mongolia,1,2,2847,3925,259,25
Mozambique,1,2,1973,2657,169,117
Oman,1,2,2132,2378,153,544
Panama,1,2,2205,3283,88,33
Republic of the Congo,0,2,655,656,27,0
Sierra Leone,1,2,799,1764,114,216
Sudan,1,2,2592,5312,276,317
Suriname,1,2,127,309,782,86
Tajikistan,1,2,75,136,71,4
Togo,1,2,1409,4414,353,407
Uruguay,1,2,1127,2040,1158,100
Vanuatu,1,2,3317,3993,316,693
Western Sahara,0,2,81,160,70,1
Yemen,1,2,485,1179,1784,958
Bahrain,0,1,256,256,6,0
Barbados,0,1,5,5,9,0
Belize,1,1,1790,2134,78,12
Benin,1,1,612,948,73,105
Bermuda,0,1,81,81,6,0
Bhutan,0,1,69,103,2,4
British Virgin Islands,0,1,67,67,1,7
Burkina Faso,0,1,1483,1809,864,48
Burundi,1,1,1099,1449,54,6
Cayman Islands,0,1,20,20,1,0
El Salvador,0,1,95,96,3,27
Equatorial Guinea,0,1,20,20,1,0
Eritrea,0,1,212,212,265,27
Fiji,1,1,327,347,65,3
Gaza Strip,0,1,22,22,44,18
Gibraltar,0,1,33,33,16,4
Glorioso Islands,0,1,0,0,2,0
Greenland,0,1,0,0,0,297
Grenada,0,1,0,0,1,0
Guadeloupe,0,1,2,2,3,0
Guam,0,1,0,0,1,0
Guyana,0,1,359,359,192,148
Isle of Man,0,1,235,413,185,24
Jamaica,0,1,247,324,35,99
Jordan,0,1,218,300,90,100
Kiribati,0,1,0,0,3,0
Kuwait,0,1,131,150,82,19
Lesotho,0,1,269,485,63,185
Liechtenstein,0,1,68,69,34,3
Macau,0,1,1,1,15,6
Maldives,0,1,2267,2267,35,0
Martinique,0,1,23,23,39,3
Mauritania,0,1,145,145,4,0
Monaco,0,1,29,29,25,14
Pacific Islands (Palau),0,1,0,0,1,0
Papua New Guinea,0,1,1055,2060,1561,153
Qatar,0,1,1380,2366,462,48
Republic of Kosovo,0,1,748,1270,2873,6298
Rwanda,0,1,1004,1097,570,44
Sao Tome and Principe,0,1,26,63,42,2
Seychelles,0,1,216,216,93,0
Somalia,0,1,91,91,1022,332
South Sudan,0,1,339,354,384,0
St. Kitts and Nevis,0,1,16,16,29,0
St. Lucia,0,1,15,15,0,0
The Bahamas,0,1,300,300,22,21
The Gambia,0,1,1,1,0,0
Trinidad and Tobago,0,1,1,1,13,1
Turkmenistan,0,1,412,451,105,4
United States Virgin Islands,0,1,29,50,9,3
Vatican City,0,1,51,51,49,6
Zambia,0,1,90,92,195,43
