Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,881,1038,79013,471949,433041,48300
United States,627,725,525800,2991717,423030,154360
France,390,414,127051,488728,241438,94811
Brazil,255,343,144592,752115,362296,52160
United Kingdom,310,334,94748,527731,199884,37028
India,288,329,194046,1040358,159371,89520
Russia,238,265,138348,704938,199737,38902
Zambia,64,258,44388,189107,29154,40158
Indonesia,177,256,301136,1052160,162314,39673
Italy,199,244,54054,206215,98635,23389
Poland,209,224,130380,576012,145919,147225
Philippines,83,164,64891,330594,152172,29071
Nigeria,98,151,109146,447434,43325,22666
Spain,133,151,127088,291121,80219,18975
Greece,102,142,78834,278441,422802,95025
Japan,100,127,72680,422252,159793,36294
South Sudan,63,127,78469,350557,37464,18956
Switzerland,99,118,18786,93589,70792,7966
Ukraine,99,116,40640,227732,60310,18223
Netherlands,103,111,20140,95084,78239,38063
Austria,98,108,19690,91085,52084,22185
Canada,90,104,30046,170324,58830,31140
Bangladesh,37,103,41809,94627,16143,42437
Vietnam,38,97,61358,93850,28509,2810
China,85,92,87447,468723,74293,36437
Belgium,78,89,19797,98629,32331,9569
Congo-Kinshasa,38,89,122507,457848,48772,101884
Australia,77,86,42636,177880,48553,30575
Finland,63,73,27281,99032,34535,25447
Iran,57,73,8360,49813,28306,4096
Sweden,64,71,27135,142722,45032,6134
Iraq,56,69,12583,61768,11853,6460
Mexico,43,62,23379,100330,31200,5769
Czech Republic,50,60,21462,84227,45549,34899
Belarus,36,57,7757,29743,17941,4409
United Republic of Tanzania,47,57,60542,293437,176133,35967
Peru,39,54,137535,341049,15764,7797
Thailand,34,53,18488,53184,23618,13285
Colombia,29,52,49883,99923,19785,13656
Nepal,40,49,77449,381672,104754,44404
Norway,41,48,46302,135794,56438,20132
Argentina,37,46,14772,69456,28563,5595
Hungary,39,44,6579,32917,19693,3656
Denmark,34,43,12623,38864,18311,4711
Portugal,38,42,10821,54557,20352,4590
South Africa,18,40,8566,24291,8460,1509
Romania,29,39,9283,42788,21007,2384
Turkey,32,38,33991,177416,15840,6712
Ecuador,20,36,16277,31565,12043,1345
Croatia,23,33,4534,19074,10880,1444
Ireland,27,33,14024,72357,21172,2676
Malaysia,20,32,8883,33968,17344,4721
Pakistan,22,30,30245,128261,12789,4679
Slovakia,26,30,10336,39172,23212,6287
Taiwan,23,30,7944,27294,32044,4144
Chile,21,29,62649,157605,44926,3786
Serbia,20,29,69465,87573,14221,1778
New Zealand,21,27,50522,162141,21533,2499
Uganda,22,27,48889,188722,218758,19468
Tajikistan,13,24,18570,63333,19978,3545
Israel,16,23,45294,49903,21697,9516
Latvia,19,23,10128,42757,17455,5691
South Korea,20,23,7225,31192,12316,1361
Afghanistan,11,22,74121,113038,19788,2737
Ghana,13,20,13267,47150,7284,1327
Madagascar,15,20,85843,326731,14521,11419
Somalia,8,20,12964,56966,20416,19354
Bulgaria,12,18,1371,4866,2383,284
Fiji,4,18,11109,12015,3904,1415
Slovenia,14,18,14222,35627,8767,2481
Libya,13,17,7860,22595,895,561
Georgia,9,16,1877,7364,1487,766
Kazakhstan,12,16,14015,40310,5570,641
Myanmar (Burma),10,16,8687,47916,15147,624
Niger,11,16,17458,65755,6280,3366
Paraguay,12,16,52788,132432,9529,50256
Uzbekistan,10,16,14495,54072,3497,1502
Algeria,10,15,35544,67855,3856,1552
Mauritius,4,15,4030,6233,1584,28
Bolivia,10,14,8546,33987,4849,698
Saudi Arabia,10,14,1375,6504,5165,995
Yemen,8,14,4188,13841,21143,8835
Estonia,10,13,6849,23282,6537,3305
Ethiopia,9,13,8382,37189,29334,1982
Lithuania,10,13,13477,60638,9537,2955
Reunion,7,13,6388,21106,3114,189
