Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,705,770,114226,662403,554541,68373
United States,570,687,429925,2197654,480831,215365
France,356,380,72444,429296,273417,62488
Indonesia,139,256,121892,569177,342308,47112
United Kingdom,233,247,96627,532254,203956,80552
Russia,201,223,193724,1053560,202844,53716
Italy,175,196,41604,251755,79027,17762
Poland,183,194,54406,298229,103512,38274
Spain,143,184,49010,238514,83552,20964
Nigeria,93,183,139871,519602,86756,31421
India,136,169,178791,958679,134226,34969
Guatemala,79,166,65891,275965,58698,8762
Thailand,74,145,39672,144680,73795,4713
Brazil,98,125,118632,465651,66503,45990
Philippines,60,106,32223,155937,72073,6874
Ukraine,92,106,52074,286804,86068,45083
Japan,95,105,86564,470784,101587,32629
Canada,83,100,76266,319632,61890,36305
China,86,94,99313,453307,73936,43458
Colombia,55,94,35540,132185,60955,13987
Austria,83,92,22022,116443,69560,23119
Netherlands,82,90,22813,106785,113258,32064
Australia,76,88,38273,135766,45051,5583
Belgium,76,82,19449,109494,48018,6668
Switzerland,70,80,18890,91460,58945,9751
Malaysia,46,64,3501,12562,6473,2473
Iran,51,63,8740,41651,14860,3019
Madagascar,42,63,150429,715736,59141,45863
United Republic of Tanzania,44,62,105223,490078,757107,80666
Finland,51,60,184282,411342,55258,17159
Sweden,49,58,37178,187890,84504,9662
Czech Republic,47,56,9983,55373,46868,25425
Nepal,40,52,53396,276499,266883,94017
Algeria,31,50,49141,147185,46818,3585
Vietnam,22,49,6042,18131,9737,3914
Argentina,33,46,19889,80800,17108,15607
Denmark,37,45,15259,73261,28837,7635
Hungary,39,45,13512,58366,23879,1941
Mexico,33,43,17270,73606,21155,20357
Greece,31,42,6563,28382,19430,3234
Portugal,35,42,9432,40244,17880,5767
Taiwan,26,40,9576,33472,13670,5525
Romania,24,39,8477,24666,21356,2178
Congo-Kinshasa,23,37,73708,318353,99472,38828
Libya,18,37,14602,53428,5085,4005
Belarus,31,36,10172,58277,28553,5542
Malawi,20,35,62234,248117,8444,6341
Somalia,27,35,41693,163414,21625,52848
Slovakia,29,33,7985,37214,19938,4599
South Africa,25,33,4292,19205,7747,938
Egypt,19,31,11667,39983,13119,2069
Ireland,24,31,26911,122204,40128,9728
New Zealand,21,31,27960,85314,13669,3263
Turkey,26,30,52753,195789,26193,17405
