Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,599,694,72148,434754,272636,68561
United States,348,396,256037,1081829,192872,106266
Russia,274,314,160504,815121,165767,43840
France,263,295,170004,499147,119330,66331
Japan,143,213,162590,604725,126499,50496
Italy,166,189,36022,187556,80175,22723
United Kingdom,159,174,70759,283681,71038,26021
Poland,145,164,61819,299755,72695,30562
Myanmar (Burma),42,150,69249,119545,6658,19332
Cambodia,55,144,67760,186140,11597,4074
Spain,108,130,30508,162836,40882,24238
Ukraine,93,111,39039,167441,34686,13168
Brazil,88,103,57757,294758,73038,17897
Canada,81,98,74834,167409,111677,295859
Austria,86,92,22163,117230,61962,9928
Netherlands,70,90,13455,68675,76040,48199
Indonesia,62,77,220054,1229159,74764,45234
South Africa,27,77,33069,88695,14917,5350
Switzerland,53,73,16933,53283,24230,3804
Malawi,20,72,24803,77569,14250,5316
Australia,58,71,26560,114340,23812,16911
China,52,69,38316,176420,36146,16466
Uganda,34,65,318629,1006816,45709,59374
Sweden,52,64,24761,107325,28162,3582
Belgium,53,61,35562,152143,37320,14863
Czech Republic,46,58,26972,115338,156692,37292
Iran,47,56,6925,38200,11306,3056
United Republic of Tanzania,42,56,45206,198525,10179,3188
Belarus,46,54,13258,61051,22757,5205
India,42,50,31137,112027,26107,24100
Philippines,40,49,22358,53297,16383,7852
Norway,36,48,28254,120646,41106,6202
Finland,36,46,29276,76279,27164,31211
Colombia,32,44,33935,100286,13790,7340
Argentina,32,43,17991,75030,25259,11430
Hungary,35,43,13231,47235,8595,1310
Mexico,33,43,12339,50906,16963,3217
Portugal,33,43,18594,78145,18479,46907
Iraq,34,41,2722,7440,2699,496
Greece,32,40,19363,78427,24479,3956
Nepal,25,40,75366,351791,26902,11189
Turkey,30,40,41780,174452,13202,9523
Zambia,16,40,19734,75195,36189,25019
Thailand,27,37,44531,159236,11260,2740
Ecuador,27,34,3012,8109,8121,1108
Uzbekistan,17,34,3089,12331,2187,683
Slovakia,25,33,4579,20937,10758,2635
Algeria,23,32,2039,4894,1335,162
Denmark,22,31,13310,53271,10795,3336
Mali,21,31,191607,656512,176854,109904
South Korea,21,31,8811,37005,8058,2760
Ireland,22,29,6514,26160,11966,1596
Vietnam,18,29,4912,16325,3723,535
Bangladesh,19,28,79901,328236,95682,36323
Croatia,24,27,7496,32755,4613,1178
Chile,17,25,32133,120140,11162,4188
Peru,17,25,8114,29334,6169,3657
Romania,21,25,4533,13411,5753,1021
Taiwan,17,25,10293,26004,9515,1441
United Arab Emirates,16,25,7877,30087,49906,8022
Malaysia,13,24,6818,21667,5836,1683
Bolivia,16,23,17499,65934,8812,2565
Bulgaria,17,23,10378,27654,5338,2313
Kazakhstan,18,23,5238,21226,13420,1377
Congo-Kinshasa,12,22,12787,57342,10468,4332
Senegal,7,22,4073,17747,1040,287
Georgia,16,21,7049,14761,3948,1178
New Zealand,16,20,15968,65878,35685,367426
Israel,14,19,7819,24861,8611,2924
Serbia,13,19,11052,52452,12848,1216
Slovenia,13,19,51919,119234,14315,13102
Pakistan,13,18,2263,6462,2790,1574
Cuba,11,17,1027,3473,1900,409
Burkina Faso,8,16,19225,43356,16368,4605
Latvia,11,16,5284,18419,12041,3600
Lesotho,9,16,25231,102256,12199,11850
Nigeria,11,16,15925,71580,4254,4534
Oman,10,16,6676,25742,25265,3835
Lithuania,14,15,12179,40097,13514,2600
Saudi Arabia,9,15,6226,14649,2453,2751
Sri Lanka,9,15,12593,57824,5888,2947
West Bank,10,14,21921,23777,1975,19015
Azerbaijan,8,13,715,2581,736,134
Dominican Republic,8,13,55826,152062,2318,1216
Ghana,9,13,18815,64466,5606,862
Moldova,9,13,906,2164,1336,384
Kyrgyzstan,6,12,1264,4454,926,108
Morocco,9,12,4307,17150,2729,770
Armenia,7,11,4990,11228,1522,193
Kenya,8,11,21588,60950,1286,578
Kuwait,5,11,5926,20215,7644,2015
Libya,9,11,351,565,131,495
Syria,5,11,192,350,133,24
Uruguay,6,11,334,836,860,93
Venezuela,7,11,3354,8447,8299,1609
Estonia,6,10,1837,4802,3095,224
Iceland,7,10,16171,37241,7614,3246
Paraguay,8,10,10327,35554,4057,627
South Sudan,4,10,24117,39712,102315,69576
Albania,7,9,2787,11791,2240,900
Ethiopia,6,9,7231,26631,2299,3332
Hong Kong,6,9,2422,7451,2203,214
Luxembourg,6,9,955,3783,2847,659
Montenegro,5,9,1328,3626,3029,315
Cameroon,3,8,405,536,342,41
Guatemala,4,8,1107,2214,541,645
Republic of Kosovo,6,8,2031,5396,1129,270
Singapore,5,8,1968,2920,1367,265
Somalia,4,8,21054,47201,648,903
Benin,4,7,2048,5586,479,151
Bosnia and Herzegovina,5,7,1988,3706,1466,336
Chad,4,7,6279,10166,2668,8984
Cyprus,5,7,385,969,1052,293
Egypt,4,7,700,977,451,47
Haiti,3,7,172,182,282,12
Ivory Coast,5,7,1283,4901,544,149
Jordan,3,7,943,1595,68,63
Laos,6,7,1180,2040,368,100
Niger,4,7,5559,17326,1052,392
Sierra Leone,2,7,346,348,99,25
Tunisia,5,7,852,1970,596,33
Zimbabwe,6,7,37615,74210,12433,49860
Costa Rica,4,6,1155,3341,1376,242
El Salvador,2,6,864,1024,248,12
Gabon,1,6,60,63,21,47
Macedonia,4,6,2951,4671,1118,6391
Mongolia,5,6,558,1588,179,25
Namibia,5,6,29669,95465,1949,195
Puerto Rico,3,6,847,2528,1545,693
Yemen,3,6,3434,14025,394,8
Angola,3,5,2245,3216,222,62
Belize,2,5,3926,7358,679,166
Botswana,2,5,3620,3945,320,35
Honduras,2,5,645,1579,223,80
Lebanon,2,5,1214,2783,642,41
Madagascar,4,5,9781,21948,1015,661
New Caledonia,2,5,99,150,366,10
Nicaragua,3,5,664,1579,110,47
North Korea,3,5,9391,22375,1720,233
Togo,3,5,3278,12096,983,215
Trinidad and Tobago,2,5,155,190,185,26
Turkmenistan,3,5,1049,1290,325,40
Central African Republic,2,4,799,1154,974,702
Jamaica,2,4,1042,1503,558,97
Mozambique,2,4,1250,1364,225,2
Panama,2,4,113,287,85,2
Tajikistan,2,4,144,327,70,5777
Afghanistan,2,3,438,963,409,57
Brunei,1,3,214,530,377,75
Fiji,1,3,8056,22295,746,399
French Guiana,1,3,737,858,194,4
Guinea,2,3,544,1247,298,27
Guyana,1,3,3,6,6,3
Maldives,1,3,13,18,97,3
Mauritius,1,3,1018,1205,517,492
Papua New Guinea,1,3,1242,2661,239,26
Qatar,2,3,397,455,19,45
Republic of the Congo,1,3,59,59,80,8
Seychelles,1,3,19,22,8,0
Sudan,2,3,1785,2733,392,89
Western Sahara,1,3,1495,2259,454,11
American Samoa,0,2,1,1,25,6
Aruba,1,2,143,143,2,0
Bahrain,1,2,372,376,10,0
British Virgin Islands,0,2,676,676,893,276
Burundi,0,2,27,27,642,159
Cape Verde,1,2,2964,11020,372,150
Caribbean Netherlands,1,2,86,88,10,0
Cayman Islands,0,2,0,0,7,0
Comoros,0,2,33,33,425,6
Curaçao,1,2,152,293,44,0
Falkland Islands (Islas Malvinas),1,2,4838,5963,517,52
Faroe Islands,1,2,558,1299,117,5
French Polynesia,1,2,66,70,20,0
Gaza Strip,1,2,4,6,6,0
Gibraltar,1,2,8,9,11,1
Greenland,1,2,831,1382,393,22
Guadeloupe,1,2,0,0,7,9
Guam,1,2,3187,3189,770,1063
Isle of Man,1,2,15,22,83,5
Liberia,1,2,66,87,179,113
Macau,1,2,18,18,36,46
Martinique,1,2,18,19,20,0
Mauritania,1,2,149,250,495,9
Mayotte,1,2,0,0,41,0
Reunion,1,2,144,150,74,8
Rwanda,1,2,1281,1665,679,115
St. Vincent and the Grenadines,1,2,655,938,56,2
Svalbard,0,2,11,12,4,0
The Bahamas,1,2,248,500,386,45
The Gambia,1,2,802,1180,363,11
Vanuatu,0,2,496,496,81,226
Andorra,1,1,110,186,12,0
Anguilla,0,1,132,152,12,0
Antarctica,1,1,51,78,5,396
Antigua and Barbuda,0,1,383,402,81,2
Barbados,0,1,1084,1219,125,2
Bermuda,0,1,114,114,1,0
Bhutan,0,1,16,16,5,11
Cocos (Keeling) Islands,0,1,0,0,1,0
Collectivity of Saint Martin,0,1,1,1,1,0
Cook Islands,0,1,66,66,6,0
Dominica,0,1,1,1,1,0
East Timor,0,1,13,14,1,0
Equatorial Guinea,0,1,3,4,0,0
Eritrea,0,1,0,0,63,0
French Southern & Antarctic Lands,1,1,4160,6391,355,595
Grenada,0,1,0,0,2,0
Guernsey,0,1,422,422,32,0
Guinea-Bissau,0,1,1,2,2,0
Jan Mayen,0,1,0,0,1,0
Jersey,1,1,261,329,109,4
Kiribati,0,1,81,81,13,0
Liechtenstein,0,1,0,0,2,0
Malta,0,1,1,2,11,29
Marshall Islands,0,1,1542,1542,75,248
Monaco,0,1,45,50,72,5
Norfolk Island,0,1,0,0,1,0
Northern Mariana Islands,0,1,12,13,44,1
Pitcairn Islands,0,1,0,0,1,0
Saint Barthélemy,0,1,0,0,1,0
Sint Maarten,0,1,0,0,1,0
Solomon Islands,0,1,2,2,1,0
St. Helena,0,1,0,0,1,0
St. Lucia,0,1,9,9,13,0
St. Pierre and Miquelon,0,1,527,539,16,0
Suriname,0,1,0,0,1,0
Swaziland,0,1,135,216,26,10
Tokelau,0,1,0,0,1,0
Tonga,0,1,107,107,0,0
United States Virgin Islands,0,1,0,0,1,0
Wallis and Futuna,0,1,0,0,1,0
