Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,623,682,74320,413134,244593,56067
United States,340,390,219780,983421,182092,110851
Myanmar (Burma),115,342,142334,361763,25246,33344
Russia,267,304,193676,981189,148632,44784
France,279,297,106707,423857,146222,66399
United Republic of Tanzania,176,268,250382,756855,63626,71347
Italy,177,200,48807,238587,71491,19950
United Kingdom,165,178,43817,243390,91235,17617
Poland,153,167,36592,186734,64526,23568
Laos,89,134,128304,724381,20736,22968
Spain,108,120,52514,237508,45240,18733
Ukraine,100,115,37253,190610,38224,14916
Brazil,83,103,47965,238966,53681,11595
Austria,87,99,24771,136752,62886,8135
Netherlands,75,90,13749,80475,91075,79646
Canada,76,89,16356,90022,41841,15829
Japan,77,87,29543,191342,72707,25092
Indonesia,62,75,208170,1184139,156268,38343
Switzerland,64,75,23231,59752,44634,4032
Nigeria,23,73,100889,176261,4415,1726
Australia,56,71,35495,148523,36509,5277
Belgium,55,65,20369,112736,50251,85832
Sweden,55,62,33627,148667,38073,16191
Czech Republic,51,61,33560,126841,169123,30765
Philippines,41,61,12481,44402,7143,4199
Belarus,43,57,7317,33235,18300,2269
China,47,54,37239,195374,43950,16925
Iran,50,53,6314,31110,10174,2118
Iraq,36,51,18360,73508,5726,4058
Honduras,15,50,38270,78886,11952,1962
Argentina,39,48,50224,182269,14970,4334
Hungary,35,47,15882,59393,16896,1760
Norway,40,47,17313,102311,24034,4444
Finland,42,46,15458,51885,14460,2847
India,38,46,45042,214633,18180,6691
Thailand,33,46,62514,212189,14711,3467
Mexico,38,45,16109,70314,26003,4335
Cambodia,16,42,15177,22937,16399,4452
Rwanda,19,37,208047,503825,18178,63295
Algeria,26,36,4613,13562,7579,6676
Greece,28,34,15944,50530,12091,1772
Portugal,26,34,7330,37520,13939,9792
Ireland,23,33,7821,39046,8730,3635
Turkey,26,33,13115,67276,11876,4997
Croatia,24,32,13582,53993,15236,4458
Ecuador,21,31,4996,11528,4851,934
Peru,23,31,7071,31037,18455,2933
Nepal,24,29,68179,235799,28645,46808
Vietnam,21,29,4507,14604,3849,1695
Colombia,23,28,11475,40207,7624,4283
Congo-Kinshasa,13,28,16596,61443,10213,1621
Kazakhstan,19,28,20288,95825,13636,3290
Romania,20,27,4009,18771,7934,2404
Uzbekistan,19,27,13609,33437,3530,530
Denmark,22,26,12090,58191,13333,6290
Malawi,16,26,12371,34388,2389,502
Slovakia,23,26,5633,19032,6972,2505
Taiwan,16,25,4974,10783,8896,968
Chile,18,21,27884,88449,11232,3132
Lithuania,14,21,9656,40173,8659,993
Slovenia,14,21,40229,117745,10496,2810
Bulgaria,16,20,2140,7808,6062,1127
Georgia,14,20,2467,8314,1438,6279
Serbia,13,20,5073,26564,9684,581
Bangladesh,15,19,141661,740604,24844,9294
Lesotho,12,18,36018,146484,31628,10964
Malaysia,12,18,2772,11158,3679,635
South Africa,12,18,6992,25708,13979,3871
Uganda,11,18,15753,64452,6513,13588
South Korea,14,17,10948,29888,6032,18994
Zambia,12,17,45863,148122,32587,20551
Cuba,12,16,7039,19795,4242,743
Israel,12,16,11108,19715,12098,2119
Bolivia,13,15,5808,18978,9204,1375
Latvia,9,15,8493,26500,6781,1296
Mali,8,15,57732,154433,187828,128539
Paraguay,13,15,16754,83420,8165,6971
Sri Lanka,11,15,19969,59488,9021,1557
Armenia,9,14,4113,5514,2221,129
Bosnia and Herzegovina,7,14,2831,4281,1039,5945
Ethiopia,7,14,19187,52415,1802,727
Iceland,10,14,16393,27214,10487,1338
Luxembourg,10,14,2407,10335,3474,479
New Zealand,11,14,5198,17047,10393,1904
Pakistan,9,13,5256,11622,1437,77
Azerbaijan,8,12,594,1083,497,239
Dominican Republic,7,12,747,1655,1466,179
Zimbabwe,8,12,39054,186087,198001,16181
Benin,4,11,5986,13453,190,1616
Cameroon,9,11,12329,42251,8363,28740
Ghana,8,11,17466,81503,14230,76840
Hong Kong,6,11,4046,5648,9237,6045
Kenya,7,11,16009,68970,1184,325
Kuwait,5,11,6618,23016,11887,1615
Kyrgyzstan,6,11,5138,9236,782,166
Moldova,7,11,1793,6067,3034,659
Mongolia,8,11,3157,7520,489,243
Venezuela,5,11,1847,3496,2301,371
Cyprus,6,10,1392,2696,2678,257
Libya,9,10,389,674,519,29
Morocco,8,10,420,2290,4176,546
Senegal,7,10,9907,34710,1593,1742
Estonia,7,9,1429,3993,724,1745
Madagascar,4,9,5211,15147,2008,304
Republic of Kosovo,5,9,3393,4964,644,345
Singapore,6,9,1374,3775,3918,1288
Costa Rica,4,8,3002,7100,1864,360
Nicaragua,5,8,970,1292,182,41
United Arab Emirates,5,8,3810,16126,788,315
Albania,4,7,3900,12187,4478,1220
Egypt,4,7,53,162,297,65
Guatemala,3,7,467,853,600,490
Saudi Arabia,5,7,4702,14299,994,434
Syria,3,7,162,330,98,33
Togo,5,7,5682,20935,2232,1269
West Bank,6,7,204,440,362,212
El Salvador,3,6,254,738,1815,179
Haiti,3,6,10465,28104,1169,176
Ivory Coast,2,6,1031,3191,1734,344
Macedonia,4,6,618,1848,551,588
Niger,4,6,1929,4860,724,94
Republic of the Congo,2,6,1809,2744,321,3
Tunisia,3,6,109,167,423,73
Chad,4,5,9075,31750,1074,1300
Jamaica,2,5,15,21,71,1
Malta,2,5,1497,2094,1124,66
Montenegro,3,5,502,600,138,76
Mozambique,3,5,2020,3937,547,1159
Puerto Rico,3,5,5252,8874,1938,1485
Reunion,2,5,681,1387,2668,400
Tajikistan,3,5,8342,11541,2986,50252
Uruguay,3,5,85,150,189,15
Yemen,4,5,3129,7799,64,1
Angola,2,4,4610,12517,1750,469
Burkina Faso,2,4,3128,6679,376,27
Greenland,2,4,1723,5321,3826,1068
Guinea,1,4,1355,1631,123,112
Guyana,1,4,915,1825,48,3
Mauritania,2,4,536,719,588,3
New Caledonia,2,4,568,1957,467,22
Oman,1,4,16,20,12,0
Sudan,1,4,397,446,119,0
Trinidad and Tobago,2,4,743,780,523,37
Afghanistan,1,3,1101,2985,367,199
Belize,1,3,767,1421,61,48
Bhutan,1,3,229,414,64,124
Botswana,2,3,1615,4065,1304,193
Cape Verde,1,3,1104,1593,183,95
French Guiana,2,3,632,799,581,187
French Polynesia,0,3,1,1,2,0
Gabon,1,3,723,847,250,12
Guadeloupe,1,3,82,84,93,148
Lebanon,3,3,310,675,159,24
Liberia,1,3,2179,5025,2809,5162
Mauritius,1,3,8,19,375,3
Namibia,2,3,120,281,105,12
North Korea,2,3,5083,20170,784,785
Panama,2,3,163,251,98,2
Qatar,1,3,57,62,563,115
Sierra Leone,2,3,90,135,117,307
Somalia,2,3,993,2005,99,0
