Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,663,780,108871,694974,294257,119932
United States,404,539,111963,659605,194910,180941
Russia,292,337,154156,757805,166566,33343
France,268,302,156168,625977,499388,156871
Italy,192,248,60528,301540,85887,32814
Zimbabwe,176,238,692131,3638332,82858,68461
United Kingdom,184,235,40331,212067,87307,25864
Poland,155,175,100284,409686,70551,36787
Spain,134,154,49144,287034,58945,16631
Ukraine,118,137,36414,194199,63106,11102
Brazil,103,132,160671,412473,77557,45460
Netherlands,99,129,29535,120450,98667,80422
Austria,96,118,42417,168959,66098,10326
Canada,93,115,29032,151677,58108,28165
Japan,92,104,46764,253339,97874,24858
Switzerland,68,91,15348,47334,24796,8616
Australia,68,87,14772,77313,23224,4769
Indonesia,62,87,119609,422744,56767,45516
Sweden,62,87,25373,116184,39001,5086
Myanmar (Burma),29,85,32542,79073,5904,4402
India,61,83,41700,178396,15268,4171
Iran,58,76,12674,58107,13956,2369
Belgium,61,75,15018,79651,32645,10079
Philippines,58,75,9264,38155,20917,3868
Czech Republic,60,73,33325,109649,146009,37459
Finland,50,68,50496,132125,25845,7842
China,53,62,359135,696388,65248,9680
Iraq,39,57,11944,25666,3828,1310
United Republic of Tanzania,42,57,50891,276863,41195,14843
Kenya,18,56,40018,96871,7336,2676
Belarus,47,55,12787,64014,19458,5437
Hungary,48,55,21338,103901,31313,8272
Norway,37,54,113538,241929,14454,7214
Argentina,38,48,13408,49855,13837,4149
South Sudan,18,45,95475,247699,292556,171005
Mexico,36,43,10724,43227,11054,2245
Thailand,35,43,4536,16822,5450,809
Vietnam,28,40,6442,19084,9597,1474
Portugal,33,39,9990,46970,13480,5611
Denmark,27,38,8089,40013,28829,8435
Romania,27,38,8687,38207,9953,2493
Greece,30,37,14099,68291,23157,3101
Kazakhstan,27,37,12232,44481,9631,1833
Colombia,31,36,25366,73374,6045,2641
Uzbekistan,21,36,4408,13856,2101,668
Ecuador,23,35,5310,11304,1297,886
South Korea,27,34,14523,63045,19645,19756
Turkey,30,34,48751,208915,14635,7144
Nepal,27,33,11775,52548,25914,2310
Algeria,24,32,1729,6341,3392,2218
Chile,25,32,32115,49792,6780,2768
Taiwan,22,30,10880,47209,10077,9858
Nigeria,24,29,51856,170893,8229,5607
Peru,20,28,6971,23784,3454,1931
Slovakia,23,28,8099,26001,12306,2333
Bolivia,13,26,1474,3808,1334,469
Mozambique,17,26,45503,135586,35426,5079
Malaysia,16,25,5176,19567,3406,980
Cuba,18,24,1601,5302,2875,337
Ireland,18,24,8004,26215,6040,828
Bulgaria,19,23,6836,24567,8967,1442
Croatia,18,23,16260,66579,10697,2419
New Zealand,19,23,7350,25627,9439,7995
Senegal,9,23,1731,6375,429,449
Slovenia,16,22,70623,199002,28213,10831
Honduras,6,19,7705,9754,534,168
Cambodia,13,18,6578,19405,2836,1540
Georgia,13,18,1572,5180,1858,533
Israel,15,18,2795,9193,7644,6429
Lithuania,13,18,5196,24196,4907,755
Sri Lanka,11,18,12284,46992,4743,1481
Latvia,12,17,4274,10799,5864,1389
Serbia,12,17,9781,43584,4259,644
South Africa,12,16,9370,44231,30999,1611
Zambia,11,16,11428,37255,16602,1578
Morocco,12,15,6734,21115,7290,352
Somalia,5,15,8280,36157,4164,495
Uganda,10,15,13820,55754,16839,8094
Azerbaijan,8,14,375,831,335,115
Botswana,5,14,2667,7215,192,21
Saudi Arabia,10,14,2501,4057,1890,665
Bangladesh,9,13,13115,48932,3064,1973
Congo-Kinshasa,10,13,10991,59104,31701,8787
Egypt,8,13,1487,3338,314,182
Guatemala,7,13,1685,4783,1266,364
Pakistan,11,13,5589,20172,5767,842
Paraguay,10,13,6110,27819,2359,198
Bahrain,7,12,3889,15039,16009,872
Estonia,8,12,1398,6285,4247,1814
Ethiopia,7,12,19542,71589,1610,122
Lesotho,9,12,47990,210683,23505,10818
Tunisia,8,12,25394,86459,1637,3597
United Arab Emirates,9,12,5212,11032,809,81
West Bank,9,12,2095,5713,657,629
Armenia,8,11,827,2238,1620,218
Haiti,5,11,2290,8430,1959,447
Hong Kong,8,11,1553,2098,1617,179
Kyrgyzstan,7,11,528,2458,1720,1156
Libya,9,11,179,512,143,104
Luxembourg,5,11,460,1672,943,123
Moldova,8,11,1797,5896,1242,331
Malawi,6,10,11481,32603,189457,8475
Republic of Kosovo,7,10,861,2693,1137,301
Togo,5,10,5597,22137,920,193
Venezuela,7,10,3081,7889,1999,1226
Cyprus,5,9,948,2108,663,628
Madagascar,5,9,2178,5415,442,403
Syria,6,9,4311,13030,1509,307
Costa Rica,6,8,1163,1873,368,123
Dominican Republic,5,8,2804,6678,261,160
Guinea,3,8,2801,5383,514,775
Ivory Coast,5,8,3057,7489,1427,258
Laos,5,8,432,1186,165,116
Mongolia,5,8,618,1187,113,311
Singapore,6,8,1261,2113,784,743
Tajikistan,4,8,2188,7244,3950,316224
Albania,6,7,4562,19431,1790,166
Bosnia and Herzegovina,4,7,1997,3050,1917,5275
Cameroon,5,7,19442,42632,829,5736
Ghana,4,7,2385,3258,881,35
Iceland,4,7,9675,15586,2352,501
Nicaragua,4,7,37,96,53,200
Panama,4,7,152,566,159,116
Puerto Rico,4,7,510,1879,1154,791
Qatar,4,7,1740,5641,30372,382
Reunion,3,7,360,1114,741,122
