Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,653,734,91247,507033,898434,62534
United States,352,391,155316,824269,203906,318474
Russia,281,322,131801,781273,167106,39492
France,232,264,104278,546644,241769,70584
Italy,183,207,175645,885510,108268,40371
United Kingdom,143,168,34107,186808,60024,11333
Poland,138,155,75888,337040,70797,32345
Zambia,71,141,87520,358778,163351,76471
South Sudan,54,140,220078,529275,12199,11011
Brazil,108,131,122829,581978,68208,15791
Spain,113,128,39847,199222,41733,13132
Ukraine,100,125,28152,150402,50579,5453
Japan,98,111,66881,387312,98356,29399
Austria,88,97,22247,111253,38026,6901
Myanmar (Burma),30,97,47745,62027,3403,1048
Netherlands,83,93,26077,92419,122641,153733
Canada,74,90,90230,457997,61564,47163
Indonesia,54,85,184079,539046,29254,19297
Iran,68,83,13577,66619,18267,5395
Switzerland,57,78,18700,66774,22696,18817
United Republic of Tanzania,63,75,86540,463783,39426,12708
Zimbabwe,52,74,94893,389868,15733,29923
Philippines,52,72,17665,77944,20559,7295
Vietnam,40,71,24980,96152,6532,6103
China,49,67,44172,215674,26639,9737
Belgium,57,65,12477,77245,46065,25889
Argentina,48,64,47377,122469,18801,4850
Australia,55,63,25983,81276,15667,12306
Czech Republic,47,63,18851,92957,145079,26438
India,48,60,24914,125264,22495,5114
Sweden,50,58,19380,98026,31380,7195
South Africa,19,57,24404,57112,25312,3298
Kenya,33,54,30282,118246,50647,4693
Malawi,20,51,27137,84456,96636,8566
Mexico,35,49,16507,47361,8545,1418
Hungary,37,48,9326,39642,12398,2284
Nepal,27,47,23416,78705,8670,972
Colombia,34,46,19266,47164,6365,6173
Finland,35,46,13288,57678,23813,7177
Belarus,37,42,10888,36739,24017,4425
Thailand,33,39,8009,39187,33288,5897
Iraq,32,38,1773,5410,902,848
Portugal,31,38,5689,26948,8936,9245
South Korea,30,36,13075,72156,17157,17903
Norway,30,35,40376,121218,61297,6797
Algeria,31,34,11361,29586,16430,2694
Peru,28,34,44327,131592,13385,3663
Chile,21,29,38692,125090,33288,5514
Greece,26,29,13242,58489,12715,2459
Slovakia,23,29,6061,30870,12593,2801
Sri Lanka,12,29,18810,51760,5335,5842
Kazakhstan,19,28,17582,55542,4936,629
Turkey,20,28,12090,53660,6405,3356
Ecuador,23,27,1979,4783,846,283
Paraguay,18,27,78982,236764,5843,1807
Romania,22,26,4850,24008,11513,3166
Croatia,17,24,7703,25173,4714,997
New Zealand,17,24,3450,17700,19684,26713
Uzbekistan,17,24,4793,13209,6543,1237
Denmark,19,23,7643,37269,15835,7549
Ireland,18,23,6748,25806,4977,1296
United Arab Emirates,16,23,6243,16073,27162,2321
Serbia,16,22,9755,58881,12353,174
Taiwan,17,22,3496,9575,1444,1184
Israel,16,21,1736,5416,3835,1574
Malaysia,15,21,4036,18402,3345,1189
Nigeria,11,21,9464,42516,3746,5920
Cuba,14,20,6398,24206,3140,341
Bulgaria,15,18,4771,17711,14866,821
Saudi Arabia,11,18,675,2334,3327,398
Slovenia,16,18,84967,366241,19315,13981
Cambodia,13,17,7771,14577,4370,6673
West Bank,9,17,4072,8274,1278,690
Congo-Kinshasa,11,16,11726,40802,13673,3696
Georgia,11,16,3034,5883,1489,194
Madagascar,10,16,12036,34699,29560,8204
Morocco,11,16,14476,61799,11300,1751
Jamaica,5,15,8934,11715,1099,899
Lesotho,9,15,48561,156931,17383,8821
Lithuania,12,15,4780,19761,6463,2061
Pakistan,12,15,4243,19810,4824,2173
Bangladesh,10,14,8291,32200,1024,1093
Bolivia,11,14,16899,60131,5660,1363
Libya,10,14,38,190,127,14
Latvia,9,13,7808,18861,10930,606
Azerbaijan,8,12,1910,3936,888,1605
Bahrain,5,12,4870,8988,6426,405
Cameroon,7,12,12973,49593,1407,1027
Egypt,6,12,1815,2892,764,122
Moldova,9,12,1649,5170,4056,546
Luxembourg,9,11,1003,4309,4094,824
Mongolia,5,10,4362,11091,788,179
Republic of the Congo,3,10,857,1451,161,19
Singapore,7,10,443,890,6085,531
Syria,6,10,3885,9990,1735,693
Uganda,6,10,14670,26614,2193,1750
Armenia,7,9,6306,18321,5148,815
Benin,5,9,6962,19601,1284,210
Bosnia and Herzegovina,5,9,6754,30504,4216,6952
Cyprus,6,9,3711,6504,705,20
Estonia,5,9,1595,4696,2157,621
Ethiopia,7,9,13618,32970,718,36
Guatemala,5,9,734,1533,168,24
Kyrgyzstan,6,9,3449,5546,491,227
Laos,5,9,1239,2217,245,142
Lebanon,5,9,915,2015,2098,344
Mozambique,4,9,1518,2202,4524,1370
Senegal,5,9,1827,5499,270,109
Uruguay,3,9,1378,2975,716,107
