Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,611,738,108679,668225,274948,78549
United States,319,370,220631,1057966,630535,95615
Russia,288,338,130777,791949,214501,67497
France,278,314,87170,488387,144911,51630
Italy,169,209,58858,249670,69809,21152
United Kingdom,166,198,51531,294396,82609,17616
Poland,150,165,86961,366773,141156,26660
Zimbabwe,102,149,325504,1779674,64221,73646
Spain,115,139,38392,239443,51239,14499
Japan,107,138,66761,349965,94911,29507
Ukraine,100,113,26250,142244,33617,8306
Brazil,92,110,43936,225515,56359,8908
Austria,91,108,24078,128911,54571,8538
Netherlands,87,100,15913,68606,59520,41513
Canada,79,98,38071,146122,55967,44311
Malawi,31,92,59312,182736,10791,2147
Nigeria,40,86,39255,135515,10681,5621
United Republic of Tanzania,49,84,60432,239900,27485,32562
Switzerland,56,73,19858,55629,17724,20782
Belgium,60,71,17135,78887,23710,9442
Indonesia,65,71,176855,660854,34902,11647
Sweden,52,71,25610,120448,30080,4303
Czech Republic,51,70,21607,101012,168622,19503
Sri Lanka,24,70,36998,98863,24679,5393
Australia,51,67,32397,134488,20850,18076
Belarus,43,61,9702,43510,30774,4942
Hungary,48,56,15058,72375,27462,4765
China,46,55,155839,575717,23422,9683
Iran,44,54,11715,45738,10954,3646
India,42,52,20213,88631,14936,5012
Argentina,42,50,9515,43224,16861,4616
Philippines,39,50,37573,129280,13195,4069
Turkey,36,47,69183,286682,56788,12854
Mali,30,45,160107,533963,126901,45053
Mexico,30,45,8652,38911,8686,2350
Colombia,30,43,26422,107730,14397,9720
Finland,38,43,101105,295525,27003,18473
Greece,35,43,21518,122501,26005,2397
Iraq,29,42,5995,22868,2636,499
Myanmar (Burma),27,42,11760,28676,4349,713
Portugal,28,39,21546,62125,10314,2375
South Korea,28,39,8405,48677,12163,3434
Norway,33,38,91556,187364,22029,7876
Burkina Faso,9,37,19646,60418,5910,2849
Denmark,29,35,8728,44206,20571,7765
Ecuador,25,35,1652,7459,4010,1269
Nepal,23,32,50373,195787,14481,5824
Peru,22,30,16145,60078,9060,1982
Romania,23,30,12037,29248,11107,3622
Taiwan,21,29,7109,27746,10402,4065
Kazakhstan,21,27,32051,107584,12659,3333
Slovakia,21,27,5617,12720,7078,2747
Croatia,22,26,11597,41855,8764,2799
Bangladesh,16,25,43340,205505,56718,9359
Chile,16,25,15237,53708,11416,2150
Cuba,15,25,1083,2429,583,179
Thailand,20,25,29572,84062,7398,1193
Vietnam,22,25,2673,12564,5985,2026
United Arab Emirates,17,23,10152,36501,25535,2456
Algeria,16,22,4262,15244,7073,1244
Bolivia,14,21,31964,81299,5578,2102
Bulgaria,17,21,8632,44199,12603,4235
Mauritius,7,21,4755,17967,10166,1104
South Sudan,5,21,7181,14392,520,1212
Uzbekistan,15,20,3409,10812,2401,595
