Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,490,541,93414,577336,269954,75685
United States,275,309,117987,656622,170276,139913
Malawi,125,306,200527,525415,56343,15224
Russia,235,273,168893,1030276,151219,47631
France,205,217,67706,349542,135954,44265
Italy,155,183,239787,798476,74446,39583
United Republic of Tanzania,106,168,243732,1148897,38958,57107
Poland,122,147,75869,408018,101669,60034
United Kingdom,131,144,31945,187989,50993,10041
Spain,110,125,39509,193139,51051,15597
Japan,90,108,55878,327051,73466,32244
Ukraine,87,107,685845,1312448,87526,660317
Brazil,77,94,42398,204950,35185,7519
Austria,73,88,28625,161295,59191,19696
India,58,85,18393,78098,13795,2673
Canada,62,82,40501,174576,28447,73554
Philippines,62,79,70077,286631,18738,6437
Nigeria,22,74,57873,122564,6760,5642
Netherlands,68,71,18694,96180,61313,103926
Australia,40,61,34184,136167,18845,14234
Belgium,52,58,40652,159428,29918,44917
Iran,49,58,9297,53965,15024,2996
Switzerland,47,57,11536,58215,22121,3901
Chad,14,56,67331,198737,5460,2050
Indonesia,41,52,92038,369711,13813,17502
Argentina,44,49,26288,109687,28401,3427
China,43,49,36235,181793,20914,9159
Benin,10,46,46300,49214,12895,10085
Belarus,39,45,13205,40570,17787,2921
Czech Republic,35,45,24484,84854,70335,27096
Ecuador,27,41,5759,18245,1173,536
Finland,30,40,25829,85078,16425,6847
Iraq,31,37,4247,10338,1764,958
Nepal,25,37,20132,88376,26290,1959
Kenya,22,36,31539,133644,20740,39650
Sri Lanka,26,36,77692,288095,29651,23725
Thailand,32,35,5608,24155,3312,873
Zimbabwe,8,35,35764,52772,1866,6862
Malaysia,15,34,5253,12128,1108,196
Denmark,25,33,8795,43547,17496,9052
Algeria,29,32,3933,9208,6718,265
Colombia,23,32,10072,37812,5497,4160
Hungary,27,32,4986,17996,4071,553
Sweden,27,32,12773,71603,23928,4138
Chile,23,31,20570,60817,15510,2022
Greece,23,31,5904,28154,7394,1596
Turkey,24,31,30220,111282,11267,2674
Mexico,23,30,9371,41746,5474,3740
Portugal,24,30,9045,36874,7582,1249
Kazakhstan,20,27,22240,71734,6744,816
Norway,19,27,26624,100040,11178,1908
Ghana,14,26,18419,60283,2570,1966
Pakistan,12,26,7968,17990,1253,1642
Peru,18,26,9207,18796,3710,967
Bolivia,16,25,5058,19703,8733,1055
Romania,20,25,5524,16326,7393,709
South Korea,17,25,6907,28228,5355,1297
Taiwan,18,25,1504,6459,3037,643
Singapore,16,24,42178,118801,6277,390
Vietnam,21,23,439,1363,733,79
Haiti,10,22,16510,28005,8622,1615
Uzbekistan,18,22,5552,12131,5961,913
Bulgaria,13,20,7498,25330,5108,5397
Ireland,13,20,2992,15346,3528,455
