Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
United States,622,768,417932,2360214,406474,143378
Germany,615,659,80026,465677,274856,47080
France,323,347,83904,470142,235733,63066
Russia,228,303,132982,646882,142354,66846
Indonesia,198,288,126746,541922,573087,31452
United Kingdom,188,209,43986,226912,75341,21672
Brazil,158,207,136572,562845,401797,31458
Italy,172,191,33662,186691,64448,21147
Philippines,87,190,123820,314056,41757,17958
Poland,150,163,39925,228067,91731,28757
Mexico,102,143,54471,231658,216013,27366
Canada,101,132,94552,483858,90566,89873
Yemen,38,132,56205,109884,8545,10257
Spain,118,128,52585,267751,61884,16333
India,81,117,45315,170716,18675,5710
South Africa,76,112,98074,443720,235054,4900
Japan,98,110,61583,364481,106757,29988
Colombia,50,106,35334,139138,7679,3509
Egypt,59,101,96147,287627,419773,10712
Ukraine,85,100,30591,169244,153394,25681
Austria,81,98,21110,111317,59395,12414
Australia,74,88,25332,135960,38327,7975
Netherlands,75,80,12434,54992,50192,21583
United Republic of Tanzania,46,78,43558,181076,42106,13858
Belgium,62,73,32337,105988,31433,9031
Iran,53,73,15809,69253,18808,9303
Vietnam,55,73,89455,402225,107900,16463
Iraq,56,72,14990,64612,16961,1395
Switzerland,56,71,10617,45821,39951,4288
Malaysia,46,66,27047,117670,155444,11508
Thailand,36,64,10144,45641,21376,3177
Angola,17,63,61661,92925,10728,1724
Congo-Kinshasa,41,62,61807,255187,29264,36439
Kenya,27,61,31353,58790,4540,3793
China,51,60,105392,508251,67435,19397
Finland,43,57,14405,76109,27915,101834
Nepal,24,54,20570,74044,18038,6739
Sweden,42,54,28090,118333,27784,4835
Nigeria,35,52,55156,232439,40477,21608
Czech Republic,40,49,11178,47333,98277,20474
Hungary,37,44,7297,30186,12244,1882
Peru,24,44,28046,86136,41889,11626
Argentina,36,43,12346,58805,26795,13149
Turkey,31,42,32835,140830,23930,9095
Belarus,30,37,13091,57031,23358,4233
Chile,25,37,76073,126561,5506,3194
Ireland,27,37,19843,83197,10088,2801
Portugal,30,37,11244,50261,10908,3966
Greece,28,36,18145,82926,58703,10279
Uzbekistan,24,34,28215,59621,3491,1136
Myanmar (Burma),19,33,31061,95246,25337,1314
Central African Republic,19,31,37739,151852,11317,16382
New Zealand,25,30,5139,27309,17758,2531
Somalia,14,30,122652,302891,19241,5744
Norway,26,29,39948,97708,19158,4871
Ghana,14,28,11950,39330,5874,3619
South Korea,22,28,10312,42779,19608,7883
Venezuela,13,28,6886,18814,3968,1120
Denmark,23,27,42140,168590,12142,3871
Lebanon,9,27,6215,12832,6230,996
Taiwan,21,26,5461,18396,18841,2032
Ecuador,19,25,6619,17119,6140,3251
Romania,20,25,12797,26529,6442,2711
Serbia,11,24,15687,41912,5035,644
Mali,8,23,20398,35542,6314,2182
Sri Lanka,14,22,4786,26831,5881,1654
Algeria,14,21,5577,19814,8095,447
Bangladesh,11,21,17743,70728,7042,10445
