Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,809,962,117835,697786,458986,87346
United States,592,745,542176,2277103,559092,319993
India,418,574,327029,1741845,153779,77654
France,353,384,125844,620533,261206,99210
Indonesia,255,383,199556,879436,579966,31079
Russia,244,283,501452,1437934,244876,173514
United Kingdom,247,278,71023,441756,110921,28965
Brazil,165,240,381723,1541302,263744,24489
Peru,120,212,67337,334465,166413,28577
Italy,172,188,140105,586684,89228,50358
Poland,168,187,105691,449149,108039,46014
Central African Republic,115,178,158170,581395,44266,45043
Congo-Kinshasa,65,172,126956,393185,32385,31867
Philippines,110,171,161318,695554,230497,45682
Spain,134,154,83032,470652,69900,21403
Mexico,93,148,134671,433999,179756,185695
Ukraine,120,143,63977,292300,94059,23105
Japan,117,134,84373,518488,180198,68317
Chile,66,110,200495,811140,256309,12393
Netherlands,101,108,23874,111437,67795,41285
Austria,92,103,304270,391468,56580,312681
Canada,84,103,229939,740857,85369,76147
Belgium,91,98,42393,207090,48107,14273
United Republic of Tanzania,71,96,100970,361711,284929,46111
Malaysia,68,95,57769,269461,194116,11728
Greece,52,93,35603,153649,74438,9769
Yemen,43,93,54324,155477,5417,2604
South Africa,55,91,107885,418858,148081,4666
Switzerland,73,90,8835,40817,40059,7585
Australia,72,89,42092,185642,34973,32296
Colombia,48,85,26861,117594,45500,28258
Finland,62,74,32303,135333,35004,19632
Czech Republic,61,73,11885,54076,51872,14946
Burundi,28,67,40416,188768,24010,9798
Sweden,59,64,36253,201014,46980,9791
Norway,43,63,63604,227922,40666,46432
China,59,62,253727,688877,52520,32230
Hungary,50,62,10581,39208,20273,2580
Mali,40,62,30648,149937,28858,11163
Iran,42,50,8547,39559,22256,6902
Belarus,41,49,10744,59733,24272,4630
Botswana,15,46,34839,80376,2775,263
Argentina,34,45,26992,114817,28570,6256
Vietnam,28,43,53293,192552,65102,7891
Slovakia,30,40,49053,160631,14418,17291
Taiwan,23,39,2665,10728,4944,1163
Uzbekistan,18,39,20379,44524,7901,1047
Chad,10,37,32861,58411,5987,17438
Iraq,30,36,8973,40266,5990,16590
Bangladesh,21,33,6814,24739,8209,1736
South Korea,25,32,7245,35312,27856,9025
Ireland,27,31,18294,72491,19917,2158
Portugal,26,31,18414,83791,15142,2535
Venezuela,16,31,34352,89850,5432,1056
Denmark,25,30,18454,60989,19612,3469
Egypt,18,28,14784,70600,48055,16291
Nigeria,22,28,113928,570902,7745,7389
Namibia,9,26,15586,50733,3208,1844
Romania,20,26,4529,23947,6909,2013
Ecuador,17,24,5237,19362,5272,2129
Mongolia,18,24,69163,241016,13844,48189
Serbia,17,24,10883,59680,20345,1815
Turkey,17,24,16871,75190,9018,13264
Myanmar (Burma),16,23,12571,46272,7208,4973
New Zealand,20,23,18340,72058,15342,7516
Slovenia,18,22,16359,55828,18635,4759
Uganda,15,21,28774,139354,170275,16896
Georgia,11,20,10468,26939,6088,2520
Saudi Arabia,16,20,9390,48836,13601,4739
Singapore,12,20,742,3407,4389,390
Croatia,17,19,10668,44039,25977,3528
Thailand,17,19,17520,60093,10566,5382
Jordan,10,18,4039,11779,4579,1206
Lithuania,12,17,13018,60685,10611,1243
Nepal,13,17,14101,62592,13959,5248
Israel,13,16,6850,16565,2910,1284
Kenya,10,16,14267,50647,20146,7488
Latvia,14,16,3083,15883,7227,1174
Sri Lanka,11,16,21543,110249,9954,3181
Sudan,5,15,4743,11505,884,678
Algeria,12,14,9153,33384,4431,1816
Bolivia,11,14,12850,55771,10334,3391
Bulgaria,13,14,5012,21689,4197,1448
Kazakhstan,10,14,33324,96630,7720,1087
Afghanistan,7,13,19391,61590,17875,3462
Ghana,11,13,14017,39534,3013,515
Lebanon,6,13,5370,19037,2234,238
Libya,8,13,3323,10786,2429,240
Syria,6,13,6845,13107,2178,315
Tunisia,8,13,1551,4173,2538,202
Hong Kong,9,12,1596,5352,4397,416
Ivory Coast,7,12,9744,18889,1950,1114
Pakistan,6,12,9239,18627,2787,15411
Paraguay,8,12,15817,61787,19572,2996
South Sudan,7,12,15746,45737,2040,376
Armenia,6,10,15816,41900,4141,3727
Azerbaijan,7,10,7886,31755,6930,2513
Cameroon,7,10,70097,220305,3533,54632
Cuba,8,10,5062,14783,5964,1335
Ethiopia,6,10,4529,8097,635,67
Luxembourg,8,10,2755,8480,6365,1079
Morocco,6,10,1981,4680,1457,146
Cyprus,6,9,19294,67812,11054,1421
Guinea,6,9,8959,41083,624,674
Madagascar,7,9,38465,85406,9313,2683
Malawi,6,9,13215,42370,20430,5924
Tajikistan,5,9,2995,10382,1343,182
Burkina Faso,3,8,1058,1390,296,43
Cambodia,5,8,2200,5023,2040,560
Moldova,5,8,6117,19386,5020,1240
Nicaragua,4,8,1177,1805,954,85
Niger,4,8,6045,16694,739,514
North Korea,5,8,12701,36699,4904,571
Panama,5,8,4629,15072,3299,3415
Republic of Kosovo,6,8,10859,28543,1401,20448
Turkmenistan,4,8,4057,12073,2213,1516
Bosnia and Herzegovina,5,7,7706,25516,4773,623
Costa Rica,5,7,612,1923,1158,250
Dominican Republic,3,7,555,996,624,39
Estonia,5,7,2556,5566,1805,268
Honduras,3,7,5000,10219,1249,603
Somalia,5,7,19101,72438,10760,3584
West Bank,4,7,1841,3027,198,29
Kyrgyzstan,4,6,2710,10929,1017,196
Mozambique,4,6,9020,26628,2684,2761
Sierra Leone,3,6,5005,8719,5103,1133
United Arab Emirates,4,6,2432,8938,2220,870
Zambia,4,6,19464,97901,3507,1638
Albania,2,5,2405,6143,521,119
Angola,4,5,9601,28114,874,806
El Salvador,3,5,2975,12108,1320,156
Eritrea,3,5,69,80,56,12
French Guiana,2,5,447,615,717,104
Guatemala,3,5,3303,5928,524,46
Iceland,4,5,9196,31793,953,782
Lesotho,3,5,8123,32450,4423,2532
Reunion,2,5,207,316,420,11
Senegal,4,5,3396,14885,6779,18770
Togo,4,5,1960,5855,2707,1071
Trinidad and Tobago,2,5,1467,4035,935,492
Uruguay,3,5,5119,13491,3713,209
Zimbabwe,2,5,1004,2360,642,666
Benin,3,4,15074,70227,895,3591
