Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,585,671,221004,1135862,420652,168607
United States,224,255,233856,1208402,224916,333792
France,196,212,238827,911324,132912,67820
Russia,185,198,159713,892999,159331,30513
Italy,135,151,46370,267826,70915,24635
United Kingdom,120,129,44143,265694,63881,17509
Poland,113,128,116669,517549,100380,32176
Spain,83,94,35567,195085,40281,14821
Austria,71,83,31892,188378,91583,8622
Brazil,58,77,48021,167465,73902,10563
Japan,51,68,176438,469570,60366,242677
Ukraine,50,58,52355,225862,35948,74816
Netherlands,52,56,14803,41174,60123,16366
Sweden,39,54,30662,139603,31322,6601
Switzerland,45,54,40001,124307,32687,10431
Australia,38,48,169505,223432,14746,3419
Canada,43,48,456169,1389042,23081,23782
Belgium,42,47,18955,114268,28067,5862
Czech Republic,37,46,158939,811299,88836,30774
Belarus,31,44,9726,56132,29879,7555
Hungary,36,42,13124,64358,28410,3284
Argentina,31,38,14531,59458,118254,2497
China,29,35,26353,131983,20764,11388
Indonesia,24,34,11544,54488,13400,5633
India,25,33,25532,127075,14624,31868
Portugal,23,30,16344,72523,9869,5693
Finland,24,29,20711,63899,13251,8838
Norway,24,29,22539,100920,64152,22950
Iraq,10,28,18608,46824,1617,739
Mexico,20,25,10655,40656,6356,884
Slovakia,17,25,5576,19666,5206,2083
Ireland,18,24,9038,35110,8394,1559
Philippines,19,23,17643,64940,8429,2040
Denmark,19,22,9797,40120,22093,10540
Greece,15,22,9859,45756,10507,2134
Turkey,16,21,16497,66247,8171,1975
Honduras,10,20,18673,34641,2184,4994
Romania,17,20,8877,37355,37836,1088
South Sudan,12,19,14570,57014,25431,3462
Zimbabwe,4,19,12580,18841,6448,640
Chile,13,18,15950,42340,5720,1424
Taiwan,14,18,9358,29088,15888,3377
Cameroon,9,17,55197,202480,25728,35177
Thailand,13,17,4396,17065,4717,1169
Bangladesh,8,16,1414,6427,1737,1809
Colombia,11,16,4861,18346,4929,2447
Croatia,11,16,7697,30700,3419,633
Iran,13,16,13469,70895,5395,1767
Algeria,11,15,4765,21046,13228,1181
Burkina Faso,7,15,6521,13330,900,1447
Kazakhstan,10,14,24910,80654,4589,1364
Malawi,5,14,4452,11573,1202,111
Ecuador,11,13,6306,16425,8815,2272
Lithuania,9,13,6019,30560,7115,559
New Zealand,10,12,61134,121031,7451,19919
Bulgaria,8,11,9509,22165,2791,307
Liberia,6,11,13612,38459,2889,872
Morocco,7,11,6551,15454,2544,321
Serbia,5,11,5574,14719,1028,134
Slovenia,7,11,5709,11005,7002,689
Senegal,4,10,3783,9229,501,84
Vietnam,6,10,1248,3969,1059,274
Guatemala,4,9,2655,9623,1746,584
Israel,5,9,3950,8912,6494,2402
Luxembourg,6,9,1587,4464,1349,172
Pakistan,5,9,3793,7219,778,137
Peru,6,9,10397,31411,5238,274
Uganda,4,9,3514,13289,2857,380
United Republic of Tanzania,4,9,2831,8299,449,646
Bolivia,5,8,11334,28756,2860,290
Kenya,5,8,8303,30909,2548,797
Kyrgyzstan,5,8,17350,33258,4583,685
Malaysia,6,8,3803,9734,2303,613
Nepal,6,8,2703,8015,905,467
South Africa,5,8,7759,25247,4214,5092
South Korea,5,8,3158,8085,2047,639
United Arab Emirates,3,8,817,1450,910,284
Central African Republic,4,7,23948,55989,5450,4135
Congo-Kinshasa,4,7,9465,22629,1755,182
Ivory Coast,5,7,3657,16994,1988,309
Latvia,4,7,2368,4226,1900,280
Mali,5,7,20889,82054,6037,1782
Saudi Arabia,5,7,1904,9797,4431,572
Bosnia and Herzegovina,5,6,943,3689,1413,756
Cuba,4,6,3148,10778,2667,160
Egypt,4,6,1098,2484,1059,122
Guinea,3,6,3830,9071,475,168
Hong Kong,4,6,243,667,1583,220
Moldova,4,6,1256,5147,784,250
Nigeria,3,6,4664,12510,316,252
Puerto Rico,4,6,464,1274,782,1385
Singapore,3,6,937,1898,1058,200
Sri Lanka,4,6,6302,17454,937,278
Cambodia,3,5,630,1430,666,147
Georgia,3,5,1017,3537,434,231
Iceland,2,5,707,1038,121,87
Jordan,2,5,699,1196,206,18
Libya,3,5,1475,4703,904,78
Mozambique,3,5,2655,11182,1121,340
Niger,3,5,12594,56327,3631,754
Uruguay,3,5,33,139,383,51
Venezuela,3,5,1314,2694,1029,164
Angola,1,4,1146,3194,1028,557
Armenia,2,4,2979,6120,1137,40
Azerbaijan,2,4,813,1407,728,439
Botswana,2,4,8148,11045,1170,2815
Burundi,2,4,2215,10912,1292,78
Chad,1,4,65,75,1016,74
Dominican Republic,3,4,243,575,740,109
Estonia,3,4,8035,34937,4863,349
Laos,1,4,17,20,25,13
Lesotho,3,4,3389,9882,1184,1053
Nicaragua,2,4,6908,9470,802,92
Oman,3,4,2659,12064,5106,824
Republic of Kosovo,2,4,150,164,491,181
Sierra Leone,2,4,1200,4334,22001,1475
Syria,3,4,3267,10792,1121,232
The Bahamas,1,4,295,585,1092,354
Uzbekistan,2,4,1526,3960,542,76
Belize,1,3,75,117,2,0
Benin,1,3,6280,19626,171,49
Brunei,1,3,81,89,64,2
Costa Rica,3,3,1327,4049,1391,271
Cyprus,1,3,178,269,57,32
Ghana,1,3,1056,1468,14,72
Haiti,2,3,2325,5635,1865,100
Madagascar,2,3,1302,4492,778,504
Malta,2,3,1142,2463,573,714
Mongolia,2,3,183,277,67,533
Myanmar (Burma),1,3,390,543,29,3
Namibia,1,3,651,1190,68,37
Panama,1,3,237,289,82,98
Reunion,1,3,661,2049,1063,3611
Sudan,2,3,1213,3420,985,351
Tajikistan,1,3,525,1003,91,15
Tunisia,1,3,47,104,102,10
West Bank,2,3,60,154,127,44
Albania,1,2,897,919,264,553
Bahrain,1,2,350,604,94,54
Bermuda,0,2,373,373,113,15
Cape Verde,2,2,627,906,582,139
El Salvador,1,2,155,211,279,17
Ethiopia,1,2,1224,2000,238,30
French Guiana,1,2,445,492,197,52
Gabon,1,2,999,1946,133,411
Guadeloupe,1,2,37,49,190,0
Jamaica,1,2,480,572,127,9
Lebanon,1,2,370,660,255,70
Macedonia,1,2,2860,7258,634,11729
Martinique,0,2,11,11,1,0
Mauritania,1,2,9964,35589,5056,2259
Montenegro,1,2,71,82,12,12
Papua New Guinea,1,2,228,437,72,11
Paraguay,1,2,716,1085,143,35
Qatar,0,2,430,430,26,126
Republic of the Congo,1,2,2542,8175,1458,13
Rwanda,1,2,961,1350,97,2
Svalbard,1,2,218,803,85,0
Togo,1,2,2275,5324,385,21
Trinidad and Tobago,1,2,3,4,9,11
Turkmenistan,2,2,5435,6594,455,109
Western Sahara,0,2,157,157,91,7
