Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,588,648,125014,650263,328591,69892
United States,249,286,283066,1427149,186003,197288
France,225,261,114572,511129,146443,44359
Russia,217,249,129522,783535,174576,65185
Italy,161,197,126746,452322,76879,69188
United Kingdom,141,165,47376,266260,79319,17296
Poland,142,164,86285,464456,92990,36014
Spain,98,131,39360,227276,59314,41388
Argentina,50,110,7687,38024,14386,2095
Austria,81,98,24938,125835,30819,5504
Ukraine,75,90,48468,212389,48326,10407
Japan,71,85,200893,382434,118060,41318
Brazil,64,81,37274,163219,35390,8819
Canada,53,65,48094,150229,35313,24649
Netherlands,54,62,4029,21451,18106,5954
Sweden,47,61,18722,72401,24344,14588
Switzerland,51,61,9056,41678,19666,3902
Czech Republic,45,56,10347,54238,80316,9990
Belarus,37,53,14357,71330,36321,7429
United Republic of Tanzania,28,53,33692,87394,18705,10032
Belgium,40,52,16629,97464,17315,5719
Congo-Kinshasa,21,52,31143,75847,10733,2389
Australia,39,51,21807,97455,17357,3677
India,39,50,72084,369415,141494,20780
China,34,44,21597,125396,13261,3277
Norway,30,41,17019,74814,11640,3768
Portugal,23,37,20593,57321,3945,1493
Finland,26,36,11020,51349,13503,4859
Indonesia,22,36,64113,278158,10079,20786
Hungary,30,35,10344,39410,20666,1744
Philippines,21,32,13155,48351,9018,3155
South Africa,17,32,16109,53680,9648,2567
Mexico,19,30,43546,98359,9899,4866
Rwanda,8,30,5716,12929,1056,536
Denmark,24,28,31629,65682,9497,2854
Bangladesh,8,27,6085,18615,1677,1177
Kazakhstan,15,26,7847,29022,4360,5965
Slovakia,16,25,4623,21051,11819,2744
Kenya,8,24,4147,11437,1413,478
Romania,20,24,6595,20934,9994,3221
Iran,16,23,7595,31226,9168,1373
Ireland,18,22,8955,37808,8248,1576
Turkey,16,22,20023,100018,10367,8131
Croatia,16,21,4043,17621,4452,1443
South Sudan,11,21,37977,81920,45886,11796
Algeria,17,20,7913,40801,9853,3231
Colombia,11,20,3957,12668,3399,1330
Greece,17,20,9262,32787,6081,3852
Taiwan,15,20,3934,18588,12425,905
Thailand,13,20,4100,12894,3162,611
Bulgaria,13,19,8378,31263,5065,3216
Chile,13,19,1828,4402,2942,2587
Israel,12,19,4694,16680,5157,2770
Lesotho,10,17,268561,379745,32684,31728
