Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,878,998,82528,449290,404789,65506
United States,639,746,840851,3012358,487258,189651
France,412,439,74653,440291,292921,59687
Guatemala,124,276,96351,267075,76080,16021
United Kingdom,235,259,49050,293426,133729,21225
Russia,224,255,105146,583824,163539,46329
Italy,226,244,37578,219880,92534,17838
Poland,217,232,86466,457802,165342,103671
Indonesia,116,175,76099,293781,84536,67127
Spain,145,159,60158,345474,73441,19215
Brazil,113,141,73205,417704,75810,18214
India,102,129,95707,494606,159455,31165
Bangladesh,96,127,83587,412927,30728,40147
Austria,105,122,14812,74363,39284,9174
Canada,95,109,33878,160181,50387,14305
Netherlands,96,109,25458,103782,62661,26461
Belgium,87,108,16994,86198,46124,11437
Switzerland,95,105,30002,132370,50655,7091
Japan,92,99,80167,416402,130621,29667
China,83,90,67296,330858,72455,23941
Australia,79,89,42079,241066,52797,9623
Sweden,80,89,52937,210363,112776,9475
Finland,70,81,15729,85861,41673,8220
Ukraine,63,76,24031,95323,49143,9732
Czech Republic,56,70,9372,44046,40060,9698
Iran,53,70,7329,36159,12566,3349
Colombia,47,65,12787,70025,61720,4277
Philippines,43,65,9331,42370,28609,14850
Hungary,51,60,16308,82222,28535,2492
Mexico,40,55,22829,79728,26657,4433
Nigeria,33,54,182239,851226,86581,48793
Norway,44,53,13218,67065,26370,5647
Turkey,40,53,20847,107125,14998,3811
Argentina,40,52,59878,196747,32668,6279
Denmark,38,52,8740,39194,24244,4848
Portugal,38,49,36377,113491,20989,51716
Mozambique,20,48,33677,95966,11574,6202
Uganda,26,48,34718,122500,19287,10680
Iraq,36,46,6469,20371,8958,4574
Belarus,38,44,13349,51625,48023,7900
Congo-Kinshasa,19,44,110265,207790,52078,35476
Nepal,29,44,38252,156672,45943,19884
Madagascar,22,43,64174,263454,44720,37292
Romania,30,39,6607,29629,24016,3242
Afghanistan,25,37,26535,126851,24654,10066
Ireland,30,37,11776,65492,27069,3315
Slovakia,31,37,8189,40984,34887,6751
Kenya,25,36,65166,280908,42654,39083
Malaysia,26,36,4258,17284,10983,4001
Greece,29,34,8126,33110,16867,3526
South Africa,22,32,20820,89938,16767,2822
Chile,19,31,6238,27063,41693,3244
Croatia,24,28,9559,40381,12032,4222
Slovenia,19,26,6559,30895,12849,4399
New Zealand,18,25,56251,148059,11579,6252
Peru,17,25,13827,60175,15418,15648
Sri Lanka,12,25,12736,28918,2931,1167
Zambia,16,24,18768,97410,70830,23040
Latvia,19,23,17843,55717,114894,5854
Namibia,7,22,4161,6817,2766,7113
Ecuador,15,21,4056,10607,2937,3436
Thailand,18,21,12780,32098,5101,885
United Republic of Tanzania,15,21,9974,41187,25248,11704
Serbia,16,20,7795,31589,11998,3356
Georgia,13,19,2533,7998,2899,778
Taiwan,17,19,12157,24390,9622,830
Bulgaria,14,18,7476,31107,7147,1730
Chad,10,18,43850,81787,44535,42878
South Korea,17,18,11575,58806,11330,2581
United Arab Emirates,12,18,11189,57493,19718,3307
East Timor,7,17,40231,78577,3202,1260
Kazakhstan,13,17,14349,76794,25980,3535
Ghana,13,16,27118,102781,3296,12390
Lithuania,13,16,7535,28255,9387,1450
Saudi Arabia,10,16,16012,37253,4258,1581
Vietnam,11,16,7435,18243,2348,2713
Bolivia,11,15,11215,40470,10928,10360
Ethiopia,8,15,25815,66284,4086,987
Israel,11,15,7158,17629,3098,1175
Libya,12,15,5861,26862,5116,1020
Paraguay,10,15,46431,145536,59391,11293
Armenia,11,14,5227,18696,9996,320
Cuba,10,14,2444,6259,3594,287
Pakistan,8,14,5250,13662,2860,305
St. Lucia,8,14,2511,10063,3977,571
Tunisia,7,14,2978,6506,1172,375
Hong Kong,9,13,1184,3241,3443,297
Algeria,8,12,714,2729,4937,681
