Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,804,875,82420,478160,398746,59227
United States,667,718,495249,2657503,721314,197128
France,410,429,66254,391915,321615,68085
United Kingdom,248,264,78123,341642,130533,32444
Italy,237,258,69178,392576,152559,36803
Poland,221,238,92315,391652,222380,65191
Russia,196,220,200973,1094250,180259,51403
India,121,176,132506,711965,137044,28571
Spain,143,167,48729,243798,72913,15200
Brazil,116,151,622842,1301948,73929,22874
Indonesia,95,142,64894,271250,117753,29306
Canada,113,125,44013,211416,141367,17406
Netherlands,107,120,17868,99127,57650,23212
Austria,101,110,14532,64617,43359,8665
Japan,101,110,77863,418977,135793,48691
Switzerland,97,106,17176,80437,49410,10958
Nigeria,63,104,61906,284207,113952,90497
Guatemala,37,95,20936,68274,14633,3854
Sweden,80,94,37280,207244,91984,14032
China,75,92,154964,456337,59180,35740
Australia,86,91,26463,148471,59413,5893
Belgium,79,87,28065,117986,46422,13421
Malaysia,45,82,3039,9520,60198,1182
Bangladesh,40,81,18616,72898,37078,14843
Ukraine,69,79,59647,185967,39258,62963
Finland,60,75,25553,127946,29136,7286
Sudan,53,69,37971,205035,83763,22347
Mexico,45,65,9243,42504,26435,6148
Philippines,47,61,11889,50595,42243,4431
Colombia,47,60,18606,83189,67091,23150
Czech Republic,51,60,11055,51585,30457,12538
Portugal,49,57,26086,115047,17585,5011
Turkey,48,56,34519,134135,24978,8178
Zambia,39,54,112137,440158,68551,29011
Hungary,42,53,8066,33838,22741,2104
South Africa,38,51,51480,292961,37338,5821
Norway,40,49,15954,77411,34832,5022
Denmark,43,48,15826,56333,28200,5396
Iran,35,46,5417,23480,11305,6669
Madagascar,15,46,47642,206058,12459,2984
Argentina,36,45,20097,81902,17645,4429
Greece,37,45,19516,55552,13664,4360
Romania,33,43,11132,54517,29437,3390
Saudi Arabia,19,43,24771,79497,5816,3001
Nepal,34,42,25002,119432,32296,35278
United Arab Emirates,29,40,36632,148582,88462,11448
Belarus,35,38,13643,74791,26121,4627
Croatia,30,36,6972,30933,12303,2898
Peru,19,36,7967,35549,19810,2224
Slovakia,32,35,10381,52681,30705,9069
Kazakhstan,27,33,35873,173446,19889,5607
Uganda,23,33,162270,611461,46842,25605
South Korea,23,32,11758,44823,20180,2820
Iraq,27,31,5102,19587,13856,4011
Ireland,27,31,22635,80301,18088,2263
United Republic of Tanzania,24,31,71348,193599,59930,9422
Serbia,21,29,22391,119756,14079,1962
Chile,19,27,15675,57663,36178,8418
Taiwan,24,27,10016,36436,23552,5248
Vietnam,22,27,8202,35470,9287,5393
New Zealand,20,25,13772,74757,15852,5844
Pakistan,20,25,27406,101008,12542,4439
Algeria,16,23,8846,31285,9900,1976
Ecuador,17,23,5926,24088,5149,1577
Thailand,18,23,5728,19584,6439,1268
Congo-Kinshasa,13,22,31734,130539,12148,18445
Ghana,15,22,3908,15158,4685,996
Israel,16,22,2016,4971,4001,1418
Latvia,15,22,6370,29185,10846,3526
Libya,13,22,7779,38823,3745,1859
Afghanistan,17,21,22098,103003,19078,8980
Dominican Republic,14,21,9765,29329,11220,3844
Kenya,16,21,15502,61715,10918,5050
Georgia,16,20,4340,15431,3418,812
Lithuania,16,20,9252,49415,16046,5001
Mali,11,19,16648,85056,11427,7789
Morocco,12,19,5473,19134,3891,2522
Slovenia,16,19,11620,31804,12967,3084
Bulgaria,15,18,22235,30975,6639,428
Mauritania,8,17,4187,15677,4985,1698
