Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,554,646,120951,691160,281940,76211
Russia,211,229,144407,837236,201889,37770
France,198,227,229982,1193794,184856,168973
United States,146,157,259513,1104393,203651,132013
Italy,124,143,73527,310623,79823,37668
United Kingdom,126,135,60361,288025,87057,18442
Poland,79,88,39006,215044,51421,10038
Austria,74,85,24458,150369,61299,15327
Spain,63,73,35506,193259,35724,9022
Netherlands,44,58,5031,24225,30991,9785
Switzerland,42,52,16903,77256,27512,4509
Japan,42,51,100876,415817,48998,23916
Belgium,36,49,12413,63133,13465,2644
Ukraine,43,48,34669,169830,38397,6265
Sweden,36,47,17846,80544,20076,7828
Australia,28,43,16298,77273,14852,23475
Brazil,35,41,40488,151042,44398,16370
Canada,35,41,221788,377868,21932,21097
Czech Republic,33,38,14618,49710,11667,5593
Finland,29,36,14534,67913,16161,11994
Portugal,22,33,15319,72795,20592,27187
Philippines,14,31,12577,46705,13147,6703
Denmark,23,28,9984,42335,15363,7773
Belarus,18,25,15651,57729,23584,3620
Norway,19,23,15269,52711,15710,2301
India,17,22,18578,88010,13504,6418
Indonesia,17,22,14389,71765,22775,10128
China,15,21,14571,62731,11660,2923
Croatia,14,19,11469,46131,51651,4910
Hungary,10,17,10695,46824,10724,1927
Ireland,13,17,2796,10633,4853,667
Bosnia and Herzegovina,13,16,17566,79740,61025,6107
Chile,10,16,10540,30051,10968,4633
Greece,13,16,21665,121650,8256,6277
South Africa,9,16,9040,38857,7846,1293
Ecuador,10,15,4395,17342,3825,1116
Argentina,11,13,5840,23219,9923,2574
Haiti,5,13,2223,5610,6100,2437
Lithuania,8,13,4776,21946,4886,944
Mexico,11,13,7709,26918,8131,3082
Romania,10,13,4657,17188,5732,1890
Slovakia,11,13,40308,90770,10202,6414
Nepal,4,12,1311,2561,682,140
Turkey,9,12,20749,100566,8875,12292
Latvia,8,11,89276,132644,4478,743
Luxembourg,8,11,743,3246,4238,299
New Zealand,7,11,12457,28911,7896,1448
Kazakhstan,8,10,8712,40323,5927,2585
Colombia,7,9,14842,37721,8361,8912
Madagascar,7,9,21180,98611,4357,2354
Slovenia,5,9,2058,5507,4848,2646
Iceland,5,8,23882,75286,8045,3365
Kyrgyzstan,3,8,1632,5511,2161,452
Mali,4,8,4842,17239,1355,831
Serbia,5,8,3046,10982,3556,282
Thailand,6,8,8886,41399,8642,380
Malaysia,4,7,5852,17155,5131,1521
Algeria,3,6,6760,26870,7614,1125
Bolivia,3,6,4603,19759,2318,644
