Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,582,708,120437,708053,322780,70945
Russia,198,227,107009,579554,165585,33858
France,203,211,232689,1007481,157345,70538
United Kingdom,127,161,43013,259348,76456,17018
United States,146,161,235220,1010982,198360,200776
Italy,139,155,192580,836010,99404,62427
Austria,86,97,31600,172542,55492,15679
Poland,81,88,25046,112146,41081,9384
Spain,62,71,30949,173045,42789,15195
Czech Republic,44,66,29421,157450,22186,10463
Netherlands,50,62,7674,36879,44068,10436
Switzerland,45,61,25550,101822,41609,4517
Belgium,43,52,15740,85983,23108,4026
Japan,39,48,101505,238372,37368,24749
Canada,40,45,198866,740661,27125,33023
Denmark,34,45,11665,59893,16500,8078
Ukraine,35,44,16057,72705,20262,5357
Sweden,37,43,17917,64627,18566,3929
Brazil,32,41,15377,84985,104660,8216
Indonesia,20,33,48334,134399,19844,14467
Finland,24,32,12068,40353,23742,7809
Australia,27,31,17275,66249,24559,22701
Portugal,21,23,13195,57133,8142,5948
Belarus,17,22,1479,6652,7589,728
Norway,16,22,5379,24456,5111,967
Slovakia,15,20,14515,65055,11340,3020
Colombia,8,19,23242,57054,3737,3934
Croatia,14,18,6037,15983,5214,840
India,13,18,13694,56662,8851,2208
Ireland,12,17,2489,10564,3651,582
China,13,16,16517,80847,8527,8319
Greece,11,16,19524,80805,10362,2222
Hungary,12,15,6373,27190,9815,5675
Mexico,8,15,5638,19269,2797,8064
Philippines,12,15,9775,36610,11024,5244
Kazakhstan,7,13,6919,23010,2799,1041
Chile,8,12,1716,6875,5309,544
Turkey,7,12,15196,20581,2469,1720
Argentina,9,11,4643,10552,4457,999
Latvia,8,11,1438,5512,2502,1433
South Africa,7,11,1569,7107,2156,294
New Zealand,6,10,6646,34482,3379,1566
Romania,7,10,1413,3204,1483,229
Bulgaria,5,9,26870,42914,2387,788
Kenya,3,9,1387,3572,675,98
Peru,3,8,4101,7406,3586,5748
Bosnia and Herzegovina,4,7,438,1452,1005,202
Ecuador,4,7,617,1879,1075,99
Israel,6,7,2597,7841,2476,1171
Senegal,3,7,1193,2929,522,188
South Korea,4,7,7893,22453,5543,600
Lithuania,5,6,2466,9155,2851,518
Luxembourg,5,6,547,2068,2179,307
Serbia,4,6,1662,4697,2403,2216
Slovenia,5,6,1807,6197,6244,1540
Thailand,3,6,2873,8071,691,102
Vietnam,3,6,3521,6417,2582,1386
Egypt,3,5,1270,4017,407,81
Hong Kong,3,5,3407,7939,1701,352
Malaysia,3,5,3631,6731,1668,311
Taiwan,3,5,2731,4914,237,46
Uzbekistan,4,5,1248,5277,2476,351
Ethiopia,2,4,1289,3475,699,179
Georgia,2,4,255,505,265,34
Iceland,3,4,1763,6262,1806,190
Saudi Arabia,3,4,4166,11847,916,82
Sri Lanka,1,4,1331,2771,526,61
Venezuela,3,4,1253,4256,482,3049
West Bank,2,4,1612,4500,743,226
Algeria,2,3,448,916,389,16
Bangladesh,1,3,979,988,308,45
Bolivia,2,3,959,2912,1309,378
Cambodia,2,3,6554,9010,673,32318
Costa Rica,2,3,516,906,484,43
Dominican Republic,1,3,632,940,660,56
Estonia,2,3,1920,2906,857,63
Iran,1,3,226,293,124,93
Jordan,1,3,2898,8768,195,26
Kyrgyzstan,2,3,4841,5446,639,56
Moldova,2,3,3284,6320,980,176
Morocco,1,3,4202,5563,566,37
Nepal,1,3,2254,2957,5814,288
Pakistan,1,3,251,256,36,44
Singapore,2,3,722,3478,2666,767
Syria,2,3,7060,13809,2228,292
Trinidad and Tobago,1,3,115,167,73,205
United Arab Emirates,2,3,7848,30224,4280,7479
Albania,1,2,26,68,253,88
Armenia,1,2,84,207,1076,173
Azerbaijan,1,2,516,577,64,12
Botswana,1,2,339,608,149,2
Cape Verde,1,2,518,1117,296,109
Cyprus,1,2,330,533,698,32
East Timor,1,2,104590,218307,1719,1844
French Guiana,1,2,471,818,820,66
Haiti,1,2,21,23,52,37
Jersey,2,2,871,3413,992,178
Lesotho,0,2,2,2,33,5
Malawi,0,2,472,472,31,16
Malta,1,2,101,194,247,26
Nicaragua,1,2,360,417,294,190
North Korea,1,2,2543,3165,541,125
Paraguay,1,2,8440,32824,4056,539
Qatar,1,2,343,455,212,51
Sudan,1,2,3821,7402,1746,442
Suriname,1,2,1914,3246,815,450
Swaziland,0,2,3552,6127,1422,22
Tajikistan,0,2,403,403,36,2
Tunisia,1,2,1301,1318,57,8
Uganda,1,2,200,226,4,17
United Republic of Tanzania,0,2,303,561,600,31
Uruguay,1,2,4,7,49,0
Zimbabwe,0,2,14,24,194,115
Afghanistan,1,1,547,1164,103,20
Andorra,0,1,52,52,1,0
Angola,0,1,60,82,21,284
Anguilla,0,1,1,1,0,0
Aruba,0,1,0,0,5,0
Benin,0,1,1,1,3,0
Bermuda,0,1,338,338,5,4
Brunei,0,1,0,0,2,0
Cameroon,0,1,6,6,61,152
Central African Republic,0,1,74,74,1189,5
Chad,0,1,375,376,239,51
Congo-Kinshasa,0,1,391,391,289,0
Cuba,0,1,1319,1320,86,12
Curaçao,1,1,81,272,193,185
Djibouti,0,1,32,32,132,56
El Salvador,0,1,63,63,97,39
Fiji,0,1,1588,3233,223,10
French Polynesia,0,1,318,318,47,3
French Southern & Antarctic Lands,0,1,434,434,1,142
Gaza Strip,0,1,4,4,2,0
Ghana,1,1,959,2013,154,123
Greenland,0,1,41,41,0,0
Grenada,0,1,15,15,1,0
Guadeloupe,0,1,1,1,1,0
Guatemala,1,1,229,299,116,41
Honduras,0,1,1065,1065,93,124
Isle of Man,1,1,212,555,356,18
Jamaica,0,1,0,0,5,0
Kuwait,0,1,0,0,7,1
Laos,0,1,0,0,2,5
Lebanon,0,1,23,25,23,17
Liberia,0,1,1,1,8,1
Libya,0,1,224,224,7,1
Liechtenstein,0,1,813,896,336,2
Macedonia,1,1,221,431,254,11
Madagascar,0,1,1509,2773,587,11011
Mali,1,1,46,101,1721,1839
Martinique,0,1,22,22,391,1213
Mauritius,0,1,16,16,2,0
Monaco,1,1,125,218,233,6
Mongolia,0,1,32,32,2,0
