Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,578,653,78266,436367,367679,56755
United States,491,581,372802,2135778,338938,157603
France,313,341,109171,590553,239223,70089
United Kingdom,217,254,57918,331495,90716,23395
Russia,211,251,130629,708887,198660,58875
Italy,178,192,32209,174072,62263,15438
Poland,160,176,43189,233508,87815,31762
Japan,118,164,43722,243198,124598,46628
Spain,146,162,34451,212317,63298,12778
Indonesia,101,157,199378,895188,567221,50225
Kenya,83,157,91323,377359,132212,5643
Brazil,117,148,52499,244935,85215,44678
Iran,96,134,31646,177052,36226,12090
Canada,84,118,130764,401464,57512,26934
India,79,108,32642,149253,25774,18114
Mexico,71,102,34378,150822,100923,33851
Ukraine,88,100,40311,201370,87003,16024
Australia,76,99,24386,85083,21900,4389
Netherlands,84,95,24718,102007,90297,28629
Austria,73,89,18103,78693,52897,14569
Belgium,74,87,15539,83976,54123,7668
Colombia,58,79,47991,194822,38049,12783
Egypt,53,76,23858,107451,95527,3677
Uganda,41,75,126313,470399,18478,17092
Switzerland,59,72,5972,27914,18470,3294
China,61,69,50522,277189,44688,16818
Mozambique,37,68,76173,263179,23045,4684
United Republic of Tanzania,53,64,40450,191230,89319,16271
Philippines,46,60,28428,126073,63005,8392
Sweden,42,60,15737,80442,17357,3445
Thailand,39,60,8059,32622,106339,40636
Czech Republic,42,58,17716,71397,107955,22854
Argentina,44,56,23307,105813,29533,4972
Chad,27,54,33744,117506,3293,5945
Belarus,37,46,18473,78569,23491,5188
Congo-Kinshasa,25,46,127161,343109,15898,7781
Turkey,39,46,68119,258036,29333,22323
Zimbabwe,17,46,50159,102094,14217,13378
Iraq,37,45,560,2525,1338,128
Romania,36,44,21096,82755,101327,4594
Portugal,35,41,8702,44491,15068,3080
Finland,33,40,15566,71277,19929,5173
Hungary,34,40,11483,51399,11788,1215
Myanmar (Burma),23,39,14400,48961,9335,5356
New Zealand,24,38,4563,19146,11834,5018
Singapore,22,38,1044,2765,3920,305
Vietnam,27,37,6035,26594,11303,1545
Rwanda,24,36,47283,207322,80386,924
Sri Lanka,22,36,10818,49711,3959,4973
Peru,26,35,23865,93863,12758,3495
Denmark,27,34,71511,274659,27744,6061
