Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,617,677,80214,456128,319983,58945
United States,502,568,339305,2049833,418339,217955
France,280,310,97644,496227,168948,50666
Congo-Kinshasa,97,301,101566,415086,32275,20148
United Republic of Tanzania,129,283,115941,385129,62442,29709
Philippines,129,274,115826,551106,111345,26488
India,120,255,126177,607837,101447,31808
Russia,227,240,181372,926524,180422,52320
United Kingdom,178,196,55818,342124,83325,15133
Italy,158,188,60978,291269,77478,21272
Uganda,64,158,286080,1411361,42865,63016
Poland,136,154,47335,204721,72689,22958
Spain,131,146,51329,333298,66806,25052
Japan,116,142,73151,340442,92213,34858
Botswana,31,130,46596,87814,47135,2791
Kenya,40,118,47307,162529,7645,7897
Myanmar (Burma),63,107,54970,213859,6706,5382
Indonesia,81,106,600017,3439954,319094,114796
Brazil,87,99,74521,266765,54904,13236
Venezuela,22,97,24732,57333,5140,3053
Netherlands,82,91,16426,84719,54840,26971
Ukraine,77,90,39344,156439,36889,11680
Senegal,43,86,28413,75831,80359,3855
Austria,69,85,21788,109366,55008,16249
Canada,74,84,77618,253843,59707,39735
China,66,81,72897,337878,49862,20446
Australia,66,76,16700,100019,32205,6430
Niger,14,75,16310,30661,2324,1206
Belgium,62,74,11419,65999,44081,7922
Switzerland,64,72,17133,75303,60190,6514
Bangladesh,31,69,52282,218620,204939,40951
Algeria,28,68,24179,70001,23180,17050
Ghana,17,63,19999,33708,2188,419
Argentina,52,62,16172,88606,53482,13746
Iran,53,61,14920,69319,25573,9521
Singapore,42,60,19191,65031,14932,2272
Malaysia,37,59,29461,125826,39362,4676
Nepal,36,59,47892,136331,54257,8744
Colombia,39,57,19920,87860,16312,6183
Mexico,40,53,24372,106953,15408,8611
Belarus,38,49,14226,64785,23467,3543
Finland,39,49,224172,305666,35551,17326
Ivory Coast,32,49,23339,76114,61297,2914
Nigeria,21,47,39650,115987,23111,3353
Sweden,38,47,22808,94336,32423,2811
Czech Republic,38,45,9060,43475,55301,11598
Iraq,34,45,3546,15718,3175,446
Chile,32,44,26129,71423,39262,3211
New Zealand,23,44,16684,60206,17005,6594
Norway,32,42,25795,113436,34573,15725
Portugal,32,41,11763,55591,18720,4453
Thailand,36,41,31376,119792,16567,19672
Angola,20,40,12204,42416,88502,2357
Hungary,35,38,6286,30295,15315,4073
Denmark,28,35,71553,214543,12980,9177
South Africa,23,35,34744,96715,32358,3507
Turkey,27,34,23622,103734,17604,3765
Ecuador,19,33,4514,16568,5727,1072
Ireland,18,33,6566,25960,5517,1038
Vietnam,17,33,4925,11740,6157,1471
Zimbabwe,8,32,11749,19237,7982,5388
Greece,25,30,9988,41085,20534,2075
Romania,26,29,27805,72748,17160,3331
Taiwan,22,26,4213,18082,8902,1610
Peru,19,25,6642,19117,4994,716
Croatia,16,24,7409,24832,18211,2912
Guinea,18,23,24562,99140,18047,3997
South Korea,21,23,14132,80665,17899,13963
Slovakia,17,22,3658,12408,5910,4497
Benin,6,20,3667,8108,2052,392
Cuba,15,19,4958,13513,3929,326
Saudi Arabia,13,19,9411,30082,3492,630
Kazakhstan,15,18,9293,28857,13870,4700
Madagascar,11,18,41324,227363,6163,2711
Bolivia,11,16,29353,105565,7024,3081
Uzbekistan,14,16,1148,3905,1613,575
Cyprus,7,14,345,1056,952,384
Israel,12,14,8751,25932,2241,2505
Lithuania,11,14,10623,54470,9613,1340
Bulgaria,9,13,3687,11537,3375,545
Egypt,9,13,5289,22643,6128,1971
Hong Kong,8,13,2229,3607,3025,599
Luxembourg,7,13,2300,7472,5221,2095
Serbia,10,13,4719,22810,7098,841
Slovenia,11,13,30887,86133,10181,24610
Sri Lanka,8,13,18095,52750,3479,3108
Sudan,9,13,6779,18237,10587,110
United Arab Emirates,10,13,1631,4166,5526,753
Cambodia,8,12,3039,7054,2303,1440
Moldova,8,12,3424,13159,5672,523
Pakistan,8,12,3589,13648,2022,2374
Paraguay,8,12,10815,32143,2902,770
Afghanistan,6,11,5775,18467,2630,1527
Cameroon,7,11,24426,91824,4825,13858
Ethiopia,7,11,4767,10701,2625,441
Morocco,10,11,20161,57142,1755,341
Panama,6,11,1046,2397,581,180
Tunisia,7,11,3684,12509,1327,736
Estonia,6,10,2554,6381,2923,9540
Georgia,7,10,1983,3736,1425,9821
Malawi,6,10,16136,59775,94596,8562
Bosnia and Herzegovina,6,9,7001,24042,12412,2964
Haiti,4,9,2587,6475,2083,1110
Latvia,8,9,5423,17030,6079,25017
Libya,6,9,1066,3285,1690,189
Turkmenistan,7,9,2039,6285,4500,767
West Bank,5,9,175,642,186,200
Armenia,5,8,1508,3954,2314,1097
Azerbaijan,5,8,1991,3674,1149,162
Costa Rica,6,8,1407,3928,981,255
Laos,5,8,3148,11693,1590,122
Mongolia,4,8,4546,7148,141,2
Mozambique,6,8,7958,19177,17806,2632
Puerto Rico,3,8,267,290,109,96
Republic of Kosovo,6,8,3283,8163,3772,1298
Republic of the Congo,3,8,116797,197473,991,22868
Somalia,4,8,23345,103572,6678,4828
Togo,4,8,3022,10017,1824,440
Dominican Republic,4,7,5123,8266,1196,99
Iceland,4,7,7426,11147,1779,483
Jordan,3,7,1944,2737,192,79
Liberia,4,7,4281,10031,12758,2844
Mali,6,7,9462,34574,4748,2461
Syria,4,7,888,3152,639,145
Yemen,3,7,1267,2921,773,435
Albania,4,6,1880,7428,1714,276
Burkina Faso,4,6,1591,2341,195,36
Kyrgyzstan,4,6,2678,11635,642,138
Tajikistan,3,6,437,1106,323,303
Zambia,3,6,2333,4283,359,1278
El Salvador,3,5,333,416,1012,286
Guadeloupe,3,5,28875,43071,3694,5265
Guatemala,4,5,5319,7735,1483,148
Honduras,3,5,1901,3823,1402,216
Nicaragua,3,5,901,1591,325,33
Sierra Leone,1,5,555,660,257,72
Uruguay,3,5,2072,4708,415,96
Gabon,1,4,1450,1454,119,369
Lebanon,2,4,2810,2891,177,181
Lesotho,3,4,6954,11982,6294,507
Macedonia,2,4,836,1572,907,230
Oman,3,4,752,818,171,7
Rwanda,3,4,2536,4804,8234,285
South Sudan,1,4,4141,4159,1748,371
Suriname,2,4,2394,5310,268,255
Belize,1,3,1979,5005,380,59
Burundi,2,3,2079,6036,2407,142
Cape Verde,1,3,835,2189,354,32
Chad,2,3,513,1054,1136,245
Djibouti,1,3,317,591,59,73
French Guiana,2,3,483,774,233,70
Jamaica,1,3,194,374,346,83
Kuwait,1,3,150,256,836,9
Macau,1,3,345,1081,521,27
Mauritius,2,3,1977,3436,1870,207
Mayotte,1,3,790,874,128,21
Montenegro,2,3,221,284,120,7
Namibia,2,3,1287,1809,250,9
New Caledonia,2,3,3583,12589,1605,169
Reunion,2,3,111,348,338,27
Seychelles,1,3,355,380,372,257
Swaziland,1,3,2181,6671,5556,703
The Gambia,1,3,102,188,213,36
Trinidad and Tobago,2,3,212,340,453,59
Western Sahara,1,3,78,104,511,47
Antarctica,1,2,6,6,4,7
Aruba,1,2,3,8,7,2
Central African Republic,1,2,1916,3870,827,11904
Curaçao,1,2,20,24,1,0
Eritrea,1,2,2638,6763,59,13
Falkland Islands (Islas Malvinas),1,2,422,459,150,3
Fiji,0,2,58,61,5,0
French Polynesia,1,2,53,92,55,10
French Southern & Antarctic Lands,1,2,1390,3147,400,26
Greenland,1,2,3048,3433,30,214
Guinea-Bissau,1,2,770,963,226,15
Guyana,1,2,1105,1193,9,0
Liechtenstein,1,2,36,48,271,4
Malta,1,2,50,53,130,4
Mauritania,2,2,6374,11669,427,89
North Korea,1,2,511,1540,88,8
Papua New Guinea,1,2,1426,2688,114,14
Paracel Islands,1,2,631,656,99,53
Qatar,1,2,176,313,149,52
Sao Tome and Principe,0,2,224,293,902,35
St. Lucia,0,2,14,14,5,0
St. Vincent and the Grenadines,1,2,180,355,357,5
Tonga,1,2,1,1,32,2
Vanuatu,1,2,20,34,37,8
American Samoa,0,1,11,11,2,6
Antigua and Barbuda,0,1,0,0,25,0
Bahrain,0,1,6,7,2,0
Barbados,0,1,0,0,53,0
Bermuda,0,1,159,159,38,14
Bhutan,0,1,91,91,1,0
British Indian Ocean Territory,0,1,15,15,0,0
British Virgin Islands,0,1,6,9,0,0
Brunei,0,1,0,0,3,0
Caribbean Netherlands,0,1,14,14,0,0
Cayman Islands,0,1,24,24,6,0
Collectivity of Saint Martin,0,1,0,0,9,0
Comoros,1,1,53,91,26,66
Cook Islands,0,1,231,422,24,0
Dominica,0,1,125,125,30,2
East Timor,0,1,1,1,0,0
Equatorial Guinea,1,1,1595,2368,84,25
Faroe Islands,0,1,344,344,45,3
Gaza Strip,1,1,12,24,18,43
Grenada,0,1,7,7,22,0
Guam,0,1,186,364,423,74
Guernsey,0,1,164,218,57,24
Kiribati,0,1,25,25,0,0
Maldives,0,1,0,0,66,0
Martinique,0,1,53,64,14,0
Midway Islands,0,1,3,3,4,2
