Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Turkey,955,1342,1383258,6403489,962093,251748
Germany,808,948,87062,552471,476366,66957
United States,676,770,1085300,3803431,492451,257549
Syria,203,579,408813,1121702,130977,35513
France,418,446,75478,450880,306084,95985
United Kingdom,270,288,62432,347189,167837,34404
Italy,218,255,92014,473241,152280,27051
Poland,214,234,81071,419258,203481,56660
Russia,194,226,151736,899693,163970,54499
Spain,158,184,41468,235030,73530,21308
India,132,168,111202,540527,98280,21755
Brazil,119,149,72406,347403,56426,24140
Philippines,61,143,33888,92740,37027,10897
Indonesia,102,134,74707,252255,193955,30802
El Salvador,47,132,37151,124568,23200,2648
Japan,121,132,83577,373586,167886,40365
Australia,97,120,58686,228467,79136,7074
Belgium,87,117,98897,214911,45780,23655
Netherlands,102,115,26615,138571,102809,29682
Canada,100,111,284237,789252,78656,33278
Switzerland,96,110,17678,85117,62302,10600
Austria,90,99,26027,82080,39331,9210
United Republic of Tanzania,50,92,71915,249806,174341,70483
China,76,81,51290,274218,63217,24129
Ukraine,64,77,13888,77026,34622,6390
Sweden,67,74,36971,184007,65478,10610
Nepal,43,67,40402,138080,29519,14892
Finland,55,65,45030,150183,35291,19413
Czech Republic,52,62,34999,70004,51969,21223
South Africa,45,61,30913,151577,44148,27589
Argentina,44,58,21134,102304,17748,5588
Iraq,37,58,9396,35581,13859,7062
Iran,45,55,7435,30767,19528,6025
Ghana,33,54,20271,100377,10311,1600
Mexico,40,51,12577,51284,15976,2919
Portugal,46,50,25489,108023,32442,12770
Thailand,36,50,5660,24399,8788,2538
Rwanda,24,48,17626,57587,2130,498
Hungary,45,47,14736,60504,28258,4696
Slovakia,34,47,15822,83640,65676,11344
Bangladesh,19,42,13957,41853,8324,1959
Colombia,30,42,10685,50557,6955,3382
South Korea,33,41,38195,158942,46732,8542
Belarus,37,40,38647,152931,32137,16581
Denmark,33,40,6805,32274,15979,3992
Ireland,33,40,14696,62061,22791,5064
Nigeria,31,40,40996,188334,33980,9432
Romania,34,40,12128,61395,19393,3200
Malaysia,31,39,15084,46832,14792,2567
Egypt,24,37,9834,35932,8403,3147
Kenya,27,36,32638,173767,23753,6360
Norway,31,36,86920,113388,36699,13825
Chile,24,35,30629,124073,13739,8129
United Arab Emirates,24,35,27373,111752,93478,16520
Vietnam,28,33,15243,39069,10277,5340
Taiwan,25,32,4964,20962,12409,1644
Greece,25,30,19258,69549,9711,3642
New Zealand,24,30,49693,210532,14691,4362
Zambia,19,30,37301,111027,13265,7868
Serbia,21,29,22467,118104,8846,1464
Sri Lanka,15,29,6032,27763,3015,1373
Congo-Kinshasa,18,28,30825,87027,9343,7726
Kazakhstan,20,28,29419,166911,40785,44055
Saudi Arabia,18,28,13240,28055,4102,121085
Croatia,23,25,10906,48150,18796,2459
Ecuador,16,24,10545,33884,7714,2199
Libya,14,24,6161,22974,2207,1888
Uganda,16,24,16718,72375,15724,6001
Bulgaria,19,23,11917,57600,8656,862
Bolivia,16,22,16433,69493,15390,3226
Georgia,18,22,7351,20916,7827,2774
Estonia,15,21,4982,18288,7173,1887
Kuwait,14,21,2040,6047,14731,3009
Pakistan,16,21,15270,79726,7565,2161
Lebanon,6,20,6934,16504,8440,2903
Slovenia,13,20,6690,16104,10946,3488
Uzbekistan,13,20,4260,23884,12757,17262
Latvia,17,19,20853,53868,9025,3681
Malawi,7,19,13317,31574,7835,2138
Peru,14,19,8852,35039,10170,2139
Myanmar (Burma),13,18,3637,17889,4379,2180
Bosnia and Herzegovina,10,17,6744,31339,12179,3766
Lithuania,14,17,5751,24430,19521,2997
Algeria,14,16,76824,111057,47997,30937
Cuba,14,16,732,3612,7042,1296
East Timor,7,16,5804,24719,1472,608
Israel,14,16,4706,10380,3440,1260
Mali,12,16,62142,230624,20589,19551
Ivory Coast,9,15,4912,16698,2318,1445
Senegal,10,15,50957,184513,13748,5416
South Sudan,10,15,12251,45189,17865,3403
Kyrgyzstan,5,14,5914,10878,1097,134
Madagascar,8,14,38598,121308,12148,5980
Cambodia,8,12,4679,11606,1527,362
Costa Rica,7,12,1931,4904,3116,1039
Guatemala,8,12,6423,18099,1704,436
Moldova,8,12,5811,17955,3938,2100
Morocco,9,12,1097,4678,2509,1579
Togo,9,12,13566,68473,14708,2622
Tunisia,6,12,514,2316,3800,971
Albania,6,11,11675,13614,1390,104
Armenia,7,11,2907,10214,4557,3462
Venezuela,7,11,219528,263384,2892,32321
Laos,4,10,3710,9735,1574,413
Luxembourg,7,10,4838,10219,5272,1519
Namibia,6,10,7222,15227,3130,2756
Niger,7,10,6920,21380,10235,1332
Paraguay,6,10,10856,34319,30509,4057
Singapore,8,10,995,3899,2284,315
Azerbaijan,6,9,4796,19030,6831,14182
Ethiopia,7,9,8065,35896,6235,930
Hong Kong,7,9,652,1998,2149,345
Qatar,5,9,1187,3787,857,224
Dominican Republic,4,8,142,322,243,244
Fiji,2,8,5712,11700,2955,592
Honduras,4,8,1017,1804,1342,46
Montenegro,3,8,2034,5020,675,248
Nicaragua,7,8,8466,22691,2423,925
Somalia,3,8,1636,4577,461,589
Angola,5,7,1129,5125,2300,1109
Cyprus,5,7,2461,3843,1068,192
Guinea,6,7,2075,6309,744,441
Iceland,3,7,187,685,1521,187
Mauritania,4,7,2763,8079,1992,1121
Mozambique,3,7,1077,2853,323,350
North Korea,4,7,23927,102223,2882,1218
Oman,3,7,1251,3704,1273,485
Zimbabwe,5,7,4789,13524,2804,5926
Benin,3,6,815,1976,361,645
Cameroon,3,6,951,1150,1181,534
French Polynesia,1,6,51,66,50,15
Republic of Kosovo,4,6,1486,2814,592,192
Tajikistan,3,6,8216,12502,1709,295
Uruguay,3,6,1030,1445,819,35
Afghanistan,3,5,1746,4841,729,443
Bahrain,3,5,1211,4059,4216,765
Botswana,3,5,3051,7360,4649,3957
Gabon,4,5,14596,62028,6265,4495
Greenland,2,5,738,1107,331,117
Malta,3,5,695,1638,917,268
Puerto Rico,4,5,1149,4347,2573,3551
Sudan,3,5,2153,5391,999,145
Turkmenistan,2,5,930,1840,110,1
Bhutan,2,4,994,3106,302,28
Central African Republic,1,4,921,2535,225,24
Lesotho,3,4,2995,16227,1455,1108
Liberia,2,4,1408,3836,2878,646
Macedonia,4,4,3465,8759,1429,5668
Mongolia,2,4,961,1691,342,472
Sierra Leone,1,4,2134,2400,437,17
West Bank,2,4,1860,2054,597,484
Yemen,3,4,405,912,1308,116
Antarctica,1,3,131,242,545,21
Belize,2,3,287,598,425,75
Burkina Faso,2,3,852,1262,557,120
Burundi,1,3,1266,1774,478,610
Chad,2,3,2130,2802,65,9
Faroe Islands,1,3,700,1515,1667,241
Haiti,1,3,770,776,115,262
Isle of Man,1,3,597,1258,874,120
Jordan,1,3,9494,9621,442,77
Kiribati,1,3,460,1276,499,1363
Mauritius,1,3,479,545,537,139
Mayotte,2,3,2217,5333,3409,3155
Republic of the Congo,2,3,1405,1935,136,4
Reunion,2,3,47,130,46,16
St. Lucia,1,3,128,280,57,139
The Bahamas,2,3,636,2666,593,39
The Gambia,1,3,39,50,338,0
Trinidad and Tobago,1,3,5,15,23,3
Andorra,1,2,91,167,78,8
Antigua and Barbuda,0,2,0,0,12,0
Barbados,1,2,485,916,274,24
Bermuda,0,2,14,14,20,5
Brunei,1,2,411,779,146,0
Caribbean Netherlands,0,2,1,1,1,0
Curaçao,1,2,146,147,18,1
Eritrea,1,2,6152,23829,324,7
French Guiana,1,2,127,274,151,69
Grenada,0,2,32,32,27,1
Guadeloupe,1,2,17,26,180,7
Guinea-Bissau,1,2,3855,7182,218,23
Jamaica,1,2,181,198,42,11
Macau,1,2,125,133,278,57
Maldives,0,2,98,128,44,50
New Caledonia,1,2,64,67,287,68
Panama,2,2,1145,2383,2453,147
Papua New Guinea,1,2,1690,2008,110,125
San Marino,1,2,86,89,17,4
Solomon Islands,0,2,23,23,35,0
Suriname,1,2,328,718,713,278
Vatican City,1,2,737,755,687,3
Western Sahara,1,2,874,913,172,215
Aruba,1,1,12,14,5,0
British Virgin Islands,0,1,0,0,1,0
Cape Verde,1,1,228,283,187,14
Cayman Islands,0,1,39,39,28,0
Cook Islands,0,1,0,0,1,0
Djibouti,0,1,70,72,45,111
Dominica,0,1,1,1,8,90
Equatorial Guinea,0,1,2,2,2,1
Falkland Islands (Islas Malvinas),0,1,1,1,4,0
Federated States of Micronesia,0,1,22,26,9,0
Gaza Strip,0,1,1,1,0,0
Guam,0,1,4,4,15,6351
Guernsey,0,1,5,5,0,0
Guyana,0,1,253,253,4,10
Liechtenstein,0,1,54,54,18,1
Martinique,1,1,37,41,34,12
Monaco,0,1,63,63,4,0
Nauru,0,1,0,0,1,0
Norfolk Island,0,1,1,1,11,41
Pacific Islands (Palau),0,1,0,0,1,0
Samoa,0,1,1,1,3,0
Seychelles,0,1,0,0,45,0
Spratly Islands,0,1,104,104,5,0
St. Pierre and Miquelon,1,1,3794,6956,129,20
St. Vincent and the Grenadines,0,1,1,1,3,0
Svalbard,0,1,0,0,8,1
Swaziland,0,1,871,1197,76,102
Tonga,0,1,6,6,0,0
Tuvalu,0,1,0,0,3,0
United States Virgin Islands,0,1,67,69,115,6
Vanuatu,0,1,27,28,23,0
